seg_uid,set,pair_id,speaker_id,start,end,span,speech_s,nw,n_turns,p_pos,p_neg,p_neu,val,npos,nneg,oof
c000015,conflict,0,301,241.8,278.5,36.69999999999999,20.09999999999997,42,4,0.011159804,0.92074144,0.06809877,-8.5,1,3,0.5505510867779234
c000064,conflict,1,303,723.6,740.3,16.699999999999932,16.699999999999932,65,1,0.008574827,0.86081094,0.13061424,1.0,3,2,0.4120366669647394
c000146,conflict,2,306,487.7,551.9,64.19999999999999,19.100000000000023,57,2,0.010592219,0.8317073,0.15770054,0.0,1,1,0.2646183462199367
c000157,conflict,3,307,125.9,150.4,24.5,15.200000000000015,46,2,0.0073978445,0.81849706,0.17410511,9.0,5,0,0.3373012736507315
c000159,conflict,4,307,168.5,203.6,35.099999999999994,24.59999999999999,68,3,0.010875287,0.86672527,0.1223994,-13.7,1,4,0.2785775071846451
c000162,conflict,5,307,345.3,363.3,18.0,18.0,29,1,0.006787121,0.8541652,0.13904768,-3.0,0,1,0.6606069777377372
c000176,conflict,6,307,1008.2,1040.6,32.399999999999864,30.399999999999864,71,2,0.013153461,0.84905815,0.13778839,-1.0,3,3,0.4776368583370239
c000181,conflict,7,308,0.0,21.0,21.0,13.1,43,4,0.8881024,0.005230358,0.106667206,10.0,4,0,0.3397105919026973
c000182,conflict,8,308,33.5,52.4,18.9,18.9,60,1,0.89960396,0.006831169,0.09356484,9.0,5,0,0.3266775091127462
c000185,conflict,9,308,164.8,199.1,34.29999999999998,18.799999999999983,42,5,0.84204096,0.015188721,0.1427703,5.0,2,0,0.3242695580011939
c000187,conflict,10,308,232.7,253.5,20.80000000000001,17.00000000000003,43,4,0.80986536,0.016887685,0.173247,18.0,8,0,0.4542866864372439
c000251,conflict,11,311,700.4,721.4,21.0,15.100000000000025,42,3,0.82963204,0.0134900035,0.15687793,2.0,1,0,0.3673459157011012
c000260,conflict,12,312,327.6,338.7,11.099999999999966,11.099999999999966,25,1,0.008227694,0.8677896,0.12398269,-3.0,0,1,0.3330244595866002
c000291,conflict,13,314,245.8,287.8,42.0,31.0,69,4,0.013295957,0.84865427,0.13804983,-0.5,4,3,0.3421138522254147
c000312,conflict,14,314,939.0,948.6,9.600000000000023,9.600000000000025,29,1,0.01494295,0.8807316,0.10432554,-5.0,0,2,0.5102658127147307
c000333,conflict,15,315,197.9,231.8,33.900000000000006,27.5,72,3,0.009718586,0.864901,0.1253804,1.0,2,1,0.665712730320693
c000335,conflict,16,315,289.5,320.5,31.0,21.200000000000045,43,3,0.012685598,0.854168,0.13314633,-7.0,0,3,0.4267282772469257
c000337,conflict,17,315,379.5,429.3,49.80000000000001,48.400000000000034,114,2,0.015022131,0.81246406,0.17251381,2.0,2,1,0.3972528304390719
c000344,conflict,18,315,646.2,698.1,51.89999999999998,38.0,97,5,0.009443217,0.85926634,0.13129039,-13.5,0,5,0.6172833269246162
c000345,conflict,19,315,700.9,728.8,27.899999999999977,22.100000000000023,61,3,0.007865168,0.8488288,0.14330606,-9.6,0,5,0.3898702707842261
c000428,conflict,20,321,110.2,134.3,24.10000000000001,16.200000000000003,59,3,0.86702895,0.016140087,0.11683102,10.0,4,0,0.1698547408123622
c000434,conflict,21,321,324.3,378.1,53.80000000000001,15.800000000000011,45,6,0.9799249,0.0076126247,0.01246247,20.5,6,0,0.4500816581133381
c000441,conflict,22,321,672.7,705.9,33.19999999999993,14.399999999999864,44,3,0.9059524,0.008444782,0.08560286,9.0,4,0,0.5290719245600528
c000562,conflict,23,328,166.5,196.3,29.80000000000001,20.5,56,3,0.0077513284,0.93052596,0.06172267,-16.5,1,5,0.5073690857984112
c000563,conflict,24,328,198.9,232.4,33.5,28.0,72,2,0.019105034,0.85504586,0.12584908,-6.5,1,5,0.3828377125963483
c000564,conflict,25,328,242.1,282.8,40.70000000000002,40.70000000000002,122,1,0.01589819,0.80760646,0.1764954,-1.0,3,3,0.5349974469221699
c000589,conflict,26,329,210.8,239.2,28.399999999999977,19.89999999999995,40,3,0.017426709,0.835982,0.1465913,-5.0,2,4,0.4457961194478123
c000642,conflict,27,332,295.2,346.7,51.5,30.299999999999955,84,8,0.8429451,0.023504756,0.1335501,14.5,10,0,0.262386041501637
c000644,conflict,28,332,378.1,410.4,32.299999999999955,9.900000000000034,26,7,0.8199098,0.051503174,0.12858702,7.5,2,0,0.3399733427701288
c000649,conflict,29,332,599.0,621.9,22.899999999999977,18.499999999999886,45,4,0.9269342,0.013104044,0.0599618,15.5,9,2,0.5246563773591552
c000654,conflict,30,332,782.7,800.9,18.199999999999932,16.399999999999977,43,2,0.8817172,0.011672191,0.10661057,6.0,3,0,0.3301670265135505
c000656,conflict,31,332,831.0,861.9,30.899999999999977,17.899999999999977,45,4,0.8122446,0.031823535,0.15593186,11.0,5,1,0.2758483016090605
c000847,conflict,32,340,104.8,164.3,59.500000000000014,18.00000000000007,48,8,0.011035858,0.8717711,0.11719308,-2.5,1,2,0.6341825200379185
c000931,conflict,33,345,1.9,26.8,24.900000000000002,12.999999999999996,36,6,0.96278644,0.0045189294,0.03269461,10.3,6,0,0.3252408385384585
c000932,conflict,34,345,50.6,86.0,35.4,22.40000000000001,64,5,0.8716425,0.02486545,0.103492044,3.0,4,3,0.2913152762707945
c000935,conflict,35,345,147.3,168.8,21.5,21.5,54,1,0.8647097,0.016447298,0.118843056,11.0,8,2,0.3692062636472405
