duration_s,voiced_frac,f0_outlier_frac,f0_mean,f0_sd,f0_median,f0_cv,f0_range_p5p95,f0_sd_semitones,loud_rms_db_mean,loud_rms_db_sd,loud_rms_db_range,loud_rms_db_peaknorm,syl_rate_per_s,artic_rate_per_s,speech_frac,pause_rate_per_s,pause_mean_s,pause_frac,spec_centroid_hz,spec_centroid_sd,spec_tilt_db_per_khz,alpha_ratio_db,hammarberg_db,hnr_db,cpp_db,jitter_local_pct,jitter_rap_pct,shimmer_local_pct,shimmer_db,n_periods,filepath,speaker_id
1.5626875,0.8726114649681529,0.0,148.76302911698767,31.248436459172012,135.47572857673578,0.21005512353878028,89.05028682695098,3.6148023892143017,-23.992624282836914,6.019148349761963,21.22949981689453,-17.06255415528697,1.9197696276446827,1.9736842105263157,0.9681528662420382,0.0,0.0,0.03184713375796178,893.0506418849909,581.4870454854968,-6.203995015966659,23.60573959350586,38.78617477416992,13.032267752121125,8.533426661345455,4.105195607328282,2.0519105682668886,12.366802235677111,1.3008858117984767,186.0,/scratch1/parwatka/norm_audio/neurovoz_read/HC_ABLANDADA_0034.wav,34
1.5626875,0.4840764331210191,0.0,141.46409117473965,25.4443586101495,128.61281550435518,0.17986443343222736,72.39363925427006,2.9609894374606367,-25.33643341064453,8.12668228149414,26.10284423828125,-18.17719279849458,2.559692836859577,3.773584905660377,0.6751592356687898,0.6399232092148942,0.44,0.3248407643312102,876.0234114899629,677.02176767131,-5.4280735907200475,27.770475387573242,39.62982177734375,16.483318425574453,8.567425722419918,3.1489258693738487,1.3449881273765076,11.948684443586476,1.4230688258772461,104.0,/scratch1/parwatka/norm_audio/neurovoz_read/HC_PIDIO_0034.wav,34
1.5626875,0.802547770700637,0.0,159.0691598880414,27.217234177264487,154.2788634216185,0.1711031490731513,94.13068795992035,2.8824445171690334,-23.251693725585938,4.964357852935791,14.075471878051758,-16.9790298829008,2.559692836859577,3.007518796992481,0.8471337579617835,0.6399232092148942,0.24,0.15286624203821655,817.1019696638177,486.13842105170676,-7.481412785297925,22.089967727661133,38.60142135620117,12.705407492663774,8.526524619803263,3.1549084591428747,1.3922514149814598,13.502548725238249,1.502353328171871,194.0,/scratch1/parwatka/norm_audio/neurovoz_read/HC_BURRO_0034.wav,34
1.5626875,0.6305732484076433,0.0,153.9569054569008,36.43767020997572,161.10870033363162,0.23667447784715442,99.26166474359304,4.223768505218406,-26.713115692138672,7.758742332458496,24.958940505981445,-18.699351221853583,2.559692836859577,2.8368794326241136,0.8980891719745223,0.0,0.0,0.10191082802547771,1218.3922086386656,1031.9569117766273,-5.6724637476169395,17.713380813598633,31.684255599975586,12.955893246878414,8.95033505298235,4.291868155762082,1.8068323473618124,12.568095849940637,1.494977154098555,146.0,/scratch1/parwatka/norm_audio/neurovoz_read/HC_GANGA_0034.wav,34
1.5626875,0.8471337579617835,0.0,159.02342084379606,17.580854612885183,162.98069325927855,0.11055512778934827,53.94987915400078,2.0097402594496696,-25.249866485595703,6.4552106857299805,20.36054229736328,-16.27410547538568,2.559692836859577,3.3057851239669422,0.7707006369426752,0.6399232092148942,0.36,0.22929936305732485,791.1132509101576,346.88705280287013,-7.1371941265789225,22.08068084716797,36.469879150390625,12.371119821581924,9.897851435800796,4.110210217665028,1.8844413798311306,9.053704589347173,1.3470836581207102,208.0,/scratch1/parwatka/norm_audio/neurovoz_read/HC_MANGA_0034.wav,34
1.5626875,0.6624203821656051,0.0,150.71660604987215,22.050072537251133,144.363004329854,0.1463015464265083,68.00845860606974,2.532952756598465,-25.78371238708496,8.463768005371094,27.02646255493164,-20.012941668737426,1.9197696276446827,2.097902097902098,0.910828025477707,0.0,0.0,0.08917197452229299,833.3010481217257,392.94229551375736,-6.817118327763414,21.724138259887695,38.00253677368164,12.438359870584495,8.03355521781642,5.0661454573969955,2.699275435797713,15.128359018513224,1.7622112719962308,152.0,/scratch1/parwatka/norm_audio/neurovoz_read/HC_PERRO_0034.wav,34
1.5626875,0.7388535031847133,0.0,140.80858188287954,18.56401040304842,138.64232362467274,0.1318386291148747,56.16739686723304,2.2430661755762507,-25.104747772216797,8.384041786193848,27.734691619873047,-17.404162203096085,2.559692836859577,2.7972027972027975,0.910828025477707,0.0,0.0,0.08917197452229299,886.5769724075121,567.1289750522309,-6.4209648323241515,21.917118072509766,37.05638122558594,10.955463106346059,8.272004588627325,5.084404202056905,2.4892674939524886,18.795749840828186,1.8754972724780885,159.0,/scratch1/parwatka/norm_audio/neurovoz_read/HC_SOMBRA_0034.wav,34
1.5626875,0.7006369426751592,0.18181818181818177,125.87423360587465,22.750977329977147,119.30885085810569,0.18074372076189024,84.33961830951067,2.8485276682074208,-26.123437881469727,8.82907772064209,27.90610122680664,-18.445919715172334,1.9197696276446827,2.5,0.7643312101910829,0.0,0.0,0.2356687898089172,893.1544733194346,388.6044510008308,-6.153246278357264,21.508464813232422,36.16876983642578,8.410552646582332,7.783965374420147,7.131403352960817,3.3419141490981423,15.732890688954354,1.7203876763685135,122.0,/scratch1/parwatka/norm_audio/neurovoz_read/HC_BARBAS_0034.wav,34
1.5626875,0.5732484076433121,0.0,148.61245699327398,27.90208726005326,144.363004329854,0.18775066252565945,84.6758838624007,3.11386009502001,-25.567583084106445,7.982737064361572,27.75933074951172,-19.035127403459075,3.199616046074471,4.672897196261682,0.6815286624203821,0.6399232092148942,0.25,0.3184713375796178,1121.342930870475,568.7049385951884,-6.018170652196953,18.19286346435547,32.06145095825195,9.00382926927658,8.034928558990353,4.497436137370148,2.0657335368189487,18.439051782330555,2.154112040656125,129.0,/scratch1/parwatka/norm_audio/neurovoz_read/HC_DIABLO_0034.wav,34
1.5626875,0.5732484076433121,0.0,154.75151604368457,23.524457337440296,154.7244370127495,0.15201439015821733,79.58807936857835,2.6536555266878534,-27.58847999572754,9.159406661987305,27.03423500061035,-20.404123936584217,1.9197696276446827,2.586206896551724,0.7388535031847133,0.6399232092148942,0.3,0.2611464968152866,1137.6933021290815,774.5829731329266,-6.249716587242648,17.399791717529297,33.018157958984375,13.306373825171667,9.83992931723731,2.765784212299573,1.0048597326035262,10.219109349480973,1.1696676378453756,136.0,/scratch1/parwatka/norm_audio/neurovoz_read/HC_TOMAS_0034.wav,34
