perm_seed,auc_probe,cosine
0,0.6127612761276128,-0.005920219358397066
1,0.5493949394939494,-0.008285980172266248
2,0.5784378437843785,-0.005568117944364467
3,0.5557755775577558,-0.006732857446246694
4,0.5542354235423542,-0.0068059321083329335
5,0.5821782178217821,-0.007550390157583779
6,0.5859185918591859,-0.005936507796842068
7,0.6233223322332233,-0.00881782496399804
8,0.6103410341034103,-0.006217470842547467
9,0.5408140814081408,-0.006431563775092649
10,0.5667766776677667,-0.008379923852726536
11,0.6008800880088009,-0.005315137447311957
12,0.5874587458745875,-0.0049107346470978735
13,0.5865786578657866,-0.005734564642407142
14,0.5256325632563257,-0.008346407338129604
15,0.5590759075907591,-0.007829842294477824
16,0.5584158415841585,-0.007054133724917934
17,0.5982398239823983,-0.0073388293526247955
18,0.5933993399339934,-0.008601685665946261
19,0.5460946094609461,-0.006723859760677784
20,0.5691969196919692,-0.007826353506275266
21,0.5804180418041804,-0.003250795171171648
22,0.5672167216721672,-0.0064786196233490865
23,0.557975797579758,-0.007854022981640708
24,0.5931793179317931,-0.005922500537773198
25,0.5595159515951595,-0.00908031227307195
26,0.5111111111111111,-0.007896557566054327
27,0.5106710671067106,-0.004053594902944375
28,0.6228822882288229,-0.006627843804244934
29,0.5705170517051705,-0.006359053842650212
30,0.5392739273927393,-0.008846282544160283
31,0.5722772277227722,-0.006360160312103321
32,0.5782178217821782,-0.0069511252528265295
33,0.6039603960396039,-0.005883348745827479
34,0.5236523652365237,-0.00795550815788328
35,0.5865786578657866,-0.010553072515383077
36,0.6057205720572058,-0.006157259289429685
37,0.544994499449945,-0.008228860550390158
38,0.6292629262926293,-0.005852482591528599
39,0.6268426842684268,-0.0034717171013704676
40,0.6242024202420242,-0.005700988050558924
41,0.47854785478547857,-0.0036272599689303213
42,0.554015401540154,-0.005319246523600678
43,0.5896589658965896,-0.006871697410326883
44,0.5342134213421342,-0.008049876443033798
45,0.5430143014301431,-0.007047366371103638
46,0.5795379537953795,-0.006158986818942043
47,0.5848184818481849,-0.008497348781077036
48,0.6156215621562157,-0.0070252143452388845
49,0.5993399339933994,-0.008762073350930277
50,0.6158415841584158,-0.004815742411471613
51,0.5817381738173817,-0.00859314374710049
52,0.6492849284928492,-0.005091522845837363
53,0.5502750275027503,-0.0099791441197924
54,0.6235423542354236,-0.006012710624136926
55,0.5828382838283829,-0.004553792970856044
56,0.6378437843784378,-0.006921780627364661
57,0.5720572057205721,-0.007075868723315892
58,0.5223322332233223,-0.006926934555661034
59,0.5515951595159516,-0.009121583745450546
60,0.592079207920792,-0.007606089411901591
61,0.6158415841584158,-0.005736918871935965
62,0.5227722772277228,-0.008763048859103522
63,0.5584158415841585,-0.00814240493283723
64,0.5755775577557756,-0.006393467767697753
65,0.6323432343234323,-0.00771508656926156
66,0.6151815181518152,-0.0061117269799631805
67,0.5762376237623762,-0.005184051023653123
68,0.5445544554455446,-0.004308402885253549
69,0.6283828382838283,-0.007372808635147549
70,0.5674367436743675,-0.005897392898797243
71,0.5911991199119911,-0.006928175137111164
72,0.5775577557755776,-0.007803376831326085
73,0.6217821782178218,-0.006808374185788948
74,0.5766776677667766,-0.008102155297846962
75,0.5771177117711771,-0.007129808363735772
76,0.5922992299229923,-0.003490274821137519
77,0.6160616061606161,-0.005790522344116083
78,0.5377337733773377,-0.008162807229275443
79,0.5724972497249725,-0.006922546042851814
80,0.5720572057205721,-0.0074347065551771995
81,0.55995599559956,-0.006189665662275364
82,0.5146314631463146,-0.007009415558533932
83,0.609020902090209,-0.004613314960119955
84,0.5958195819581958,-0.009350086317855435
85,0.5654565456545655,-0.008572472215284958
86,0.587018701870187,-0.005759661095872656
87,0.5795379537953795,-0.004838148297604204
88,0.5498349834983498,-0.0074421563939229725
89,0.6176017601760176,-0.008380519315417934
90,0.5610561056105611,-0.00520391044091355
91,0.5810781078107811,-0.006240414297630753
92,0.48822882288228825,-0.0072363783398017335
93,0.6123212321232123,-0.009617866530322764
94,0.5414741474147414,-0.0053147220293178815
95,0.6217821782178218,-0.008892975652745102
96,0.6160616061606161,-0.007958877317576102
97,0.513971397139714,-0.007426106341401535
98,0.5174917491749175,-0.007950725986774753
99,0.5350935093509351,-0.007274153334724992
100,0.6169416941694169,-0.006328587238230575
101,0.6189218921892189,-0.008502185308510999
102,0.5416941694169417,-0.006333256087423876
103,0.5658965896589659,-0.007092725070367346
104,0.5900990099009901,-0.007232914904213427
105,0.5502750275027503,-0.0048992086482147635
106,0.5810781078107811,-0.006125864319433265
107,0.5665566556655666,-0.004862564521614249
108,0.6253025302530253,-0.007300170922082246
109,0.5762376237623762,-0.007733991512535205
110,0.6237623762376238,-0.007595020514889661
111,0.5878987898789879,-0.00854932356951732
112,0.5801980198019802,-0.00803740235090173
113,0.5645764576457646,-0.007345728874234568
114,0.5753575357535754,-0.010118289424427118
115,0.5672167216721672,-0.008061805453895919
116,0.642904290429043,-0.0055762669659373265
117,0.5867986798679868,-0.005460586423564466
118,0.5997799779977998,-0.0074742226207811764
119,0.5463146314631463,-0.006024144441524302
120,0.5896589658965896,-0.00655931902413337
121,0.5491749174917492,-0.006556096830263452
122,0.585038503850385,-0.006136740854863382
123,0.5735973597359736,-0.006439708554729597
124,0.5733773377337734,-0.005544428081018817
125,0.6140814081408141,-0.008044307111133554
126,0.49592959295929595,-0.007574161628491465
127,0.6055005500550055,-0.007455742338076476
128,0.5962596259625963,-0.007639760220364626
129,0.5687568756875687,-0.0034947432265489504
130,0.5084708470847085,-0.00820731704209461
131,0.6138613861386139,-0.007141623695559476
132,0.5911991199119911,-0.005286996900725276
133,0.5773377337733774,-0.00436714663394361
134,0.5397139713971397,-0.007756837778797627
135,0.5278327832783278,-0.008589836159713475
136,0.5973597359735974,-0.005723205820437412
137,0.6193619361936193,-0.005976392469157746
138,0.6127612761276128,-0.007124984960793658
139,0.55995599559956,-0.006747282316918488
140,0.5441144114411441,-0.006651011627837694
141,0.5390539053905391,-0.006525292011529868
