stage,auc_mean,auc_std,auc_oof
0,0.5,0.0,0.5
1,0.6144031007751938,0.049301866069722484,0.6088154269972451
2,0.6109922480620155,0.0806693260903094,0.6046107003044803
3,0.6153100775193799,0.10589158636651619,0.5986660867043642
4,0.5944651162790697,0.10597506092873844,0.5792373495722779
5,0.550674418604651,0.08294257619133669,0.5583587066840655
6,0.6048992248062015,0.07797308160025183,0.5984486008409454
7,0.6033410852713178,0.05332350955135217,0.6051906626069306
8,0.6176744186046512,0.08251528894866599,0.6099028563143396
9,0.664860465116279,0.08204768349224938,0.6558648687835291
10,0.6146821705426356,0.08350949255284397,0.620414673046252
11,0.6170852713178295,0.08884092420226268,0.6152675076120052
12,0.6169922480620156,0.09946772771325839,0.6169348992315499
13,0.6557829457364341,0.09535975988361017,0.6436131651442656
14,0.6677674418604651,0.08982478855340292,0.665506742061766
15,0.7247596899224805,0.08024568068546592,0.7174858634188778
16,0.7571317829457365,0.06856172177627329,0.7530810497317674
17,0.7711472868217053,0.06874704969332113,0.7657677250978687
18,0.7894496124031007,0.06676302032832528,0.7807017543859649
19,0.7762713178294574,0.07898969345664954,0.7731622444541105
20,0.770968992248062,0.07867072891950752,0.7677250978686385
21,0.7493488372093022,0.07033410869373721,0.7530085544439613
22,0.7516899224806202,0.08087743904591568,0.7572132811367261
23,0.7701627906976745,0.07527721098766135,0.7696824706394084
24,0.7565736434108528,0.07404730369773604,0.7552559083659562
25,0.7658992248062015,0.0784538344912818,0.7617079889807163
26,0.7826899224806201,0.08494134039567924,0.7814629549079309
27,0.7906511627906976,0.04458463902126442,0.7890387124836886
28,0.7911860465116278,0.04706088864385712,0.792880962737422
