layer,auc_mean,auc_std,auc_oof
0,0.6028372093023255,0.10534697592916287,0.5993910395824271
1,0.6462713178294573,0.0840647776761614,0.6366536175148616
2,0.674015503875969,0.0915893018005632,0.6705089169204002
3,0.663093023255814,0.09013386808425998,0.6475279106858054
4,0.6507906976744187,0.09438394241618901,0.6367986080904741
5,0.6439069767441861,0.08920083797713768,0.6326663766855154
6,0.6259767441860464,0.0909282909181599,0.6178048426852255
7,0.6226046511627906,0.08022932772585162,0.6167899086559374
8,0.634953488372093,0.06985809098041658,0.6267942583732058
9,0.6179922480620155,0.05939992171777772,0.6019283746556474
10,0.6304573643410853,0.048563873947341483,0.617442366246194
11,0.5943488372093024,0.040016389887743,0.5874293170943888
12,0.5872635658914729,0.06786494575499183,0.580252283601566
13,0.5840077519379845,0.04660364025372638,0.5738726982746122
14,0.591139534883721,0.059427580140986556,0.5847469914455561
15,0.5471860465116279,0.05682761478203002,0.5423372480788748
16,0.5530542635658915,0.044664312232612594,0.5461070030448022
17,0.5550232558139535,0.0451185073639232,0.5518341307814992
18,0.5626899224806201,0.04114005123813592,0.553791503552269
19,0.5697906976744186,0.07615447061879328,0.5612585181963172
20,0.5796666666666667,0.05074861485539283,0.5705379150355228
21,0.5638139534883722,0.042082197702826674,0.5595186312889663
22,0.5474418604651163,0.04788035184983112,0.548571842830216
23,0.5293333333333334,0.05329815858273904,0.526750761200522
24,0.5335426356589148,0.04804701941593382,0.5274757140785848
25,0.5417286821705426,0.057937248088451146,0.5329853559518631
26,0.532953488372093,0.06437760428081123,0.5197187182833116
27,0.545108527131783,0.06594762951275097,0.5315354501957373
28,0.5542713178294573,0.04205136202614976,0.5414673046251994
29,0.5521937984496124,0.02823646576535979,0.5421922575032623
30,0.5355038759689922,0.03747667984707066,0.5196462229955052
31,0.5350697674418605,0.030473955756487387,0.5316079454835436
