layer,auc_mean,auc_std,auc_oof
0,0.5994883720930232,0.1190265445612772,0.5880092793968392
1,0.5750077519379845,0.09583465569979877,0.5740176888502246
2,0.6354496124031008,0.07896451270774384,0.626359286646368
3,0.6049922480620155,0.0995980184467991,0.5972886762360446
4,0.6113643410852714,0.08521403784388057,0.6093228940118892
5,0.6117054263565892,0.05875128286588401,0.6081629694069886
6,0.6063720930232559,0.0558655102102883,0.6035957662751922
7,0.5866511627906977,0.054709115460444796,0.5794548354356966
8,0.6000697674418605,0.05492659386215823,0.5958387704799188
9,0.6255891472868218,0.04814696418723709,0.616209946353487
10,0.6327984496124032,0.04815043379849736,0.6370160939538929
11,0.6246589147286821,0.03484273561284303,0.6229520081194722
12,0.6180852713178294,0.04998325300933652,0.616427432216906
13,0.626798449612403,0.043245043253529514,0.6269392489488184
14,0.6126976744186047,0.0548149045204558,0.610990285631434
15,0.6263953488372094,0.05220030941811699,0.6219370740901841
16,0.6480775193798449,0.05699118943606057,0.6443381180223285
17,0.6481240310077518,0.06088359261943549,0.6492677975931564
18,0.6803720930232557,0.03655412855813353,0.6757285776424532
19,0.6945813953488371,0.04790214972796925,0.6895751776134552
20,0.6708372093023256,0.0617599657690365,0.667246628969117
21,0.6906279069767443,0.06350556032771074,0.6892127011744236
22,0.6820542635658915,0.06278969278552775,0.6805132666376685
23,0.6733410852713179,0.06336734164204491,0.672683775554589
24,0.6736976744186045,0.07881490922707049,0.673191242569233
25,0.6561937984496125,0.07442114982727749,0.6627519211251268
26,0.6328914728682171,0.0989616714446522,0.635276207046542
27,0.6224961240310078,0.11257544018919062,0.6281716688415253
28,0.6122635658914729,0.092334962000424,0.6140350877192982
29,0.6057984496124031,0.08346724988867267,0.6064955777874439
30,0.566015503875969,0.11708228885719915,0.5683630564013339
31,0.6231627906976744,0.12194370739144128,0.6180948238364506
