stage,auc_mean,auc_std,auc_oof
0,0.5097674418604651,0.04106800865949424,0.5043497172683776
1,0.5163720930232558,0.03000617487480118,0.5097868638538495
2,0.531124031007752,0.02998092456864041,0.5269682470639409
3,0.5472403100775194,0.031327675173509685,0.5400898941568798
4,0.5593255813953488,0.04650625033512331,0.5506742061765986
5,0.5769457364341084,0.05841256511021102,0.5727852689575178
6,0.5625968992248062,0.08303796944005701,0.5614035087719298
7,0.5705968992248062,0.08144335830343741,0.5705379150355228
8,0.6087984496124031,0.048429986722747564,0.600840945338553
9,0.5983178294573642,0.055500766445311996,0.5980136291141076
10,0.590937984496124,0.08540027739629548,0.5958387704799188
11,0.6095968992248062,0.11055518591030797,0.6134551254168479
12,0.6294651162790698,0.08545125623697063,0.6260693054951428
13,0.6363565891472869,0.08218138000787521,0.6328113672611281
14,0.6189147286821706,0.058079871194885946,0.6212121212121212
15,0.6342713178294573,0.04563810478511243,0.6424532405393649
16,0.6389302325581396,0.047524163548939784,0.6433956792808467
17,0.6379767441860466,0.04459026585911386,0.6356386834855735
18,0.6392945736434109,0.03369335413481113,0.6382485138466
19,0.6434186046511629,0.0393081383405433,0.6412208206466579
20,0.6306821705426356,0.05717770602868501,0.6304915180513266
21,0.6183410852713178,0.05965104643595946,0.6180948238364506
22,0.6138217054263565,0.06535906933421036,0.6151225170363926
23,0.6073023255813953,0.049094441302625046,0.6062780919240249
24,0.5966821705426357,0.0576611721055306,0.594388864723793
25,0.5950620155038759,0.056445381785690814,0.6002609830361028
26,0.5923178294573643,0.04397231321032318,0.5920690155139916
27,0.6229844961240311,0.04028104201746595,0.6125851819631724
28,0.6564263565891473,0.03411177222054285,0.6508626939248948
