stage,auc_mean,auc_std,auc_oof
0,0.5,0.0,0.5
1,0.5121007751937985,0.08082304672504095,0.5018848774829636
2,0.5454728682170542,0.10114428058403542,0.5375525590836596
3,0.5436511627906976,0.08406959553379302,0.5303755255908366
4,0.5246124031007752,0.1035529108051424,0.5085544439611425
5,0.5232790697674419,0.05156240228351507,0.5142815716978396
6,0.5195348837209302,0.0656244475397465,0.5177975931564449
7,0.5456589147286822,0.07990313226802317,0.5367551109177904
8,0.5437674418604651,0.06882283616269615,0.5403798753081049
9,0.541093023255814,0.05828756555268896,0.5382775119617225
10,0.6062015503875969,0.029699889030920842,0.6031607945483544
11,0.6168527131782945,0.03463004576530837,0.6096128751631145
12,0.595263565891473,0.04323413921685604,0.5917065390749602
13,0.6125813953488372,0.05060024063086983,0.6099028563143396
14,0.6338372093023256,0.07186901933481367,0.6230969986950848
15,0.640232558139535,0.08098128717217935,0.6359286646367986
16,0.6587441860465116,0.10372551177005407,0.6465854719443236
17,0.6609457364341085,0.10772918894316223,0.6497027693199942
18,0.6966201550387596,0.12446532098877344,0.683848049876758
19,0.6835581395348838,0.07771389703702118,0.6786283891547049
20,0.6614806201550388,0.03901708642211282,0.6691315064520806
21,0.6248217054263565,0.053392603851328276,0.6233869798463101
22,0.6294961240310077,0.04575892233892067,0.6262867913585617
23,0.6284341085271318,0.04659819205628575,0.6299840510366828
24,0.6204651162790696,0.05624234819657894,0.6226982746121503
25,0.6251085271317829,0.07183653799993008,0.6222270552414092
26,0.6041550387596899,0.05840387143662766,0.5943888647237929
27,0.6177984496124032,0.0591921426628539,0.6219370740901842
28,0.609736434108527,0.05042202401708212,0.6141800782949108
