stage,auc_mean,auc_std,auc_oof
0,0.5,0.0,0.5
1,0.616108527131783,0.09127248318045438,0.6149050311729738
2,0.67884496124031,0.10230436824982111,0.6693489923154995
3,0.6276744186046512,0.1139690940113162,0.6148325358851675
4,0.627093023255814,0.09875827825649477,0.6244019138755981
5,0.6226511627906977,0.09699323687515156,0.6130926489778165
6,0.6022403100775194,0.09394015306902737,0.6057706249093809
7,0.6115968992248062,0.09146454567315908,0.6140350877192983
8,0.6065581395348838,0.08925917616029386,0.6149050311729738
9,0.6388604651162791,0.06187261445458681,0.6390459620124692
10,0.6442635658914729,0.06864830652377682,0.6520226185297956
11,0.6473565891472868,0.0585482707345764,0.6452080614760041
12,0.6647751937984495,0.04720551148843664,0.6597796143250688
13,0.6950930232558139,0.02869253531561076,0.6958097723647962
14,0.7196434108527131,0.021500743108308656,0.7127736697114687
15,0.7493720930232558,0.04043114199418747,0.753733507322024
16,0.7811627906976744,0.04216202034269045,0.7812817166884153
17,0.7914806201550387,0.04868785085114737,0.7886762360446571
18,0.8090697674418605,0.0226511044255863,0.8039727417717848
19,0.8165116279069767,0.036956985278723355,0.8106423082499638
20,0.8303798449612405,0.040676660503204135,0.8329708568943018
21,0.8403720930232558,0.03777380739624777,0.8407278526895752
22,0.834093023255814,0.02870237712694222,0.8381180223285486
23,0.8572093023255813,0.02157782259030595,0.8552269102508337
24,0.8429534883720929,0.01875284005893038,0.8396404233724808
25,0.8487906976744186,0.028145421896848103,0.8494272872263303
26,0.8476356589147287,0.034756062711397646,0.8477598956067856
27,0.8495736434108527,0.03359514989561178,0.8483398579092359
28,0.8513875968992248,0.029679663052236592,0.8480498767580107
