pid,fold,p_yes,p_yes_rule,answer_mass,audio_tok,dur_s,seq_len
302,2,0.06954174488782883,0.12681034138148345,0.9199814200401306,22500,900.0,22548
307,2,0.02262919954955578,0.05343616338001318,0.9449140392243862,22500,900.0,22548
312,2,0.039048291742801666,0.05688521166212535,0.9971514269709587,8510,340.3999,8558
317,2,0.6442251205444336,0.7598313030593506,0.9938821941614151,5850,233.9999,5898
322,2,0.6513549089431763,0.6696022524698786,0.9976455867290497,13427,537.0999,13475
327,2,0.31742629408836365,0.4117308473201029,0.9714306592941284,22500,900.0,22548
332,2,0.9284088015556335,0.9585805339105474,0.9841203391551971,22500,900.0,22548
337,2,0.8244618773460388,0.8956689605027806,0.9635484293103218,22500,900.0,22548
343,2,0.07696083933115005,0.12405392248387623,0.9958143159747124,6817,272.6999,6865
348,2,0.685949444770813,0.7380666243569143,0.9975959062576294,8202,328.0999,8250
353,2,0.7185943722724915,0.7548743816838607,0.9947886168956757,10380,415.1999,10428
358,2,0.1259227693080902,0.15024122464938858,0.9959716498851776,6450,258.0,6498
363,2,0.015663649886846542,0.026058749000213637,0.985915457829833,20112,804.5001,20160
368,2,0.08882028609514236,0.20196267523107983,0.9508073627948761,22500,900.0,22548
373,2,0.41869691014289856,0.5948445792709957,0.9178840219974518,22500,900.0,22548
378,2,0.023689471185207367,0.026354533432159048,0.9984145574271679,10802,432.0999,10850
383,2,0.09009299427270889,0.1658682398110795,0.9408561140298843,22500,900.0,22548
388,2,0.685949444770813,0.7228943916827556,0.9978600740432739,4257,170.3,4305
393,2,0.027169233188033104,0.02945258206430649,0.9984643161296844,5647,225.9,5695
400,2,0.2018132209777832,0.26136938234562346,0.9967183768749237,11972,478.9001,12020
405,2,0.04146227240562439,0.08549472318149712,0.9596852958202362,22500,900.0,22548
410,2,0.014957087114453316,0.01933635156874299,0.9947534874081612,15242,609.7,15290
415,2,0.01542455144226551,0.018046635736021163,0.9989097844809294,9910,396.4,9958
420,2,0.4073334336280823,0.5633396345060263,0.9950388967990875,10097,403.8999,10145
425,2,0.06560482829809189,0.11334791608361686,0.9778584018349648,22500,900.0,22548
430,2,0.32766830921173096,0.4958909831533222,0.9413694739341736,22500,900.0,22548
435,2,0.4532618820667267,0.6224183164813436,0.9951149821281433,12510,500.4001,12558
440,2,0.042087726294994354,0.06061191984034566,0.99463876709342,18115,724.6001,18163
445,2,0.19682620465755463,0.2810241438431084,0.997199296951294,9015,360.6001,9063
450,2,0.8933094143867493,0.9407854376577285,0.9743153415620327,19685,787.4,19733
455,2,0.007232763338834047,0.014062812743024018,0.9714940367266536,22500,900.0,22548
461,2,0.3486451506614685,0.5786184789809944,0.9717363715171814,22500,900.0,22548
466,2,0.1037486270070076,0.2044252740115812,0.9395750313997269,22500,900.0,22548
471,2,0.0427221953868866,0.0808707915265056,0.9667094051837921,22500,900.0,22548
476,2,0.020964238792657852,0.03963541061057769,0.988439217209816,19640,785.6,19688
481,2,0.04084571823477745,0.07196112417785912,0.9897458180785179,16407,656.3,16455
486,2,0.03308597952127457,0.03758138064740691,0.9986884593963623,7455,298.2001,7503
491,2,0.16026602685451508,0.2340233511640218,0.9668221026659012,22500,900.0,22548
603,2,0.034100428223609924,0.08043772298809722,0.9595598727464676,22500,900.0,22548
608,2,0.07159119844436646,0.13093300547517617,0.9853201657533646,16335,653.4002,16383
618,2,0.06008664518594742,0.07207374118382068,0.9981217086315155,3480,139.2001,3528
624,2,0.859663724899292,0.8914489487479448,0.9979095011949539,4137,165.4999,4185
629,2,0.042087726294994354,0.056846749445398026,0.9978029616177082,18437,737.4999,18485
635,2,0.023689471185207367,0.029336447996403964,0.9994123391807079,2112,84.5,2160
641,2,0.28776782751083374,0.2363795207073292,0.99807408452034,4667,186.7,4715
653,2,0.03308597952127457,0.03315800789661169,0.9996261037886143,4720,188.8,4768
658,2,0.5544704794883728,0.5980839383237142,0.9983238875865936,7887,315.5001,7935
663,2,0.06560482829809189,0.08556086916936241,0.9977844879031181,7680,307.2001,7728
670,2,0.02595735713839531,0.026108271867907377,0.9994431864470243,4217,168.7,4265
680,2,0.851952850818634,0.8748681917776697,0.9978449419140816,18845,753.7999,18893
688,2,0.8670357465744019,0.8952737547329266,0.9982641935348511,11682,467.3001,11730
695,2,0.2146914154291153,0.351475078519916,0.9751901924610138,22500,900.0,22548
702,2,0.017442483454942703,0.01412983078645688,0.9994836943224072,5965,238.5999,6013
709,2,0.20946969091892242,0.32359541329694114,0.9764150977134705,22500,900.0,22548
716,2,0.8933094143867493,0.9448042231904146,0.9717758297920227,22500,900.0,22548
