pid,fold,p_yes,p_yes_rule,answer_mass,audio_tok,dur_s,seq_len
300,4,0.023330768570303917,0.0715213646122194,0.9941394403576851,18995,759.8001,19043
305,4,0.019568676128983498,0.05335291764350923,0.9804043844342232,22500,900.0,22548
310,4,0.03622005879878998,0.060245833979010635,0.9974651485681534,7445,297.8,7493
315,4,0.012624949216842651,0.033118631437970156,0.996733944863081,22500,900.0,22548
320,4,0.5234203934669495,0.7187862517956756,0.9977117776870728,6227,249.1,6275
325,4,0.4263215959072113,0.664239817707037,0.9955765902996063,13205,528.2,13253
330,4,0.16885696351528168,0.3201574308185616,0.9971336126327515,4540,181.6,4588
335,4,0.02595735713839531,0.05036010128698578,0.9980235323309898,11317,452.7001,11365
340,4,0.0446808747947216,0.06758843366963652,0.9985116124153137,5107,204.2999,5155
346,4,0.9783847332000732,0.986826684823485,0.9985390705987811,17487,699.4999,17535
351,4,0.8652240633964539,0.9465798688573521,0.9933751598000526,22500,900.0,22548
356,4,0.3345894515514374,0.5143981656153277,0.9949613809585571,14787,591.4999,14835
361,4,0.013222822919487953,0.018041470878352627,0.9993506129831076,9945,397.8001,9993
366,4,0.005343256518244743,0.010324483266490252,0.9978852737694979,21177,847.1,21225
371,4,0.22815649211406708,0.465993129526331,0.9963352978229523,7745,309.8001,7793
376,4,0.9046505093574524,0.9435020462435602,0.9974752180278301,15390,615.6,15438
381,4,0.3073580265045166,0.4675949697492782,0.9942507147789001,12525,501.0001,12573
386,4,0.35220178961753845,0.6509838846393466,0.9924034476280212,22500,900.0,22548
391,4,0.9518632292747498,0.9723941450434914,0.9990249145776033,6172,246.8999,6220
397,4,0.01353214867413044,0.042012189026127744,0.9937435835599899,22500,900.0,22548
403,4,0.005819959565997124,0.013196858233902481,0.9960315767675638,22500,900.0,22548
408,4,0.006003595422953367,0.009716713306968872,0.9986992087215185,9315,372.6,9363
413,4,0.02228618785738945,0.04742305220367657,0.9978110305964947,14905,596.2,14953
418,4,0.09009299427270889,0.18212749695949576,0.997452586889267,15172,606.9,15220
423,4,0.028007520362734795,0.05041421115084131,0.9985460862517357,11982,479.3,12030
428,4,0.027169233188033104,0.04747720840502719,0.9985490217804909,6475,259.0,6523
433,4,0.011244560591876507,0.02032997373363008,0.9979101754724979,8512,340.5001,8560
438,4,0.0378924235701561,0.09537703136331005,0.9924527555704117,22500,900.0,22548
443,4,0.048136770725250244,0.10098144938520703,0.997528187930584,4835,193.4,4883
448,4,0.024423090741038322,0.06363325183278967,0.9958967715501785,22500,900.0,22548
453,4,0.013222822919487953,0.03306507396982169,0.993818137794733,22500,900.0,22548
458,4,0.017712296918034554,0.025998121423514844,0.9990510456264019,14507,580.3,14555
464,4,0.018833130598068237,0.027582247986744815,0.9980907328426838,16467,658.6999,16515
469,4,0.09807932376861572,0.16410435084734318,0.9977439492940903,15985,639.3999,16033
474,4,0.007815889082849026,0.022955490463230314,0.9876865111291409,22500,900.0,22548
479,4,0.09807932376861572,0.18240717283844532,0.99764783680439,6400,256.0001,6448
484,4,0.12252321094274521,0.2020106407519219,0.998080387711525,14340,573.5999,14388
489,4,0.010818447917699814,0.02297060415394058,0.9971649777144194,21070,842.8,21118
601,4,0.05108273774385452,0.09546467219555466,0.9983800575137138,3487,139.5,3535
606,4,0.12940272688865662,0.24536443489968612,0.9969815313816071,1648,65.9001,1696
615,4,0.006388320587575436,0.011601393911296875,0.9978878488764167,14335,573.3999,14383
622,4,0.013020489364862442,0.020329479433661073,0.9984588883817196,8010,320.4001,8058
627,4,0.020964238792657852,0.03509598039018014,0.998271469026804,14305,572.1999,14353
633,4,0.10521053522825241,0.2936816686094881,0.9929907321929932,22500,900.0,22548
638,4,0.6959583163261414,0.8439359447031166,0.9980686604976654,2215,88.6,2263
651,4,0.04742587357759476,0.075967585993071,0.9979620054364204,1862,74.5,1910
656,4,0.00712142838165164,0.009162831519124491,0.9992927359417081,7810,312.4,7858
661,4,0.3415825068950653,0.6219746802609506,0.9890259206295013,22500,900.0,22548
667,4,0.028007520362734795,0.06377891768146969,0.9885664209723473,22500,900.0,22548
677,4,0.6584175229072571,0.8175348228027841,0.9978363662958145,9290,371.5999,9338
684,4,0.9504110217094421,0.9740352768053354,0.9982677809894085,8057,322.2999,8105
692,4,0.11757213622331619,0.22276001669857906,0.9964103251695633,3662,146.4999,3710
698,4,0.9441768527030945,0.9724359037581756,0.9973511602729559,21620,864.8,21668
707,4,0.06371499598026276,0.11919283714361444,0.9975294843316078,7785,311.4001,7833
713,4,0.954647421836853,0.9796628580065383,0.9953426439315081,22500,900.0,22548
