pid,fold,p_yes,p_yes_rule,answer_mass,audio_tok,dur_s,seq_len
304,0,0.030214589089155197,0.03976090192581208,0.9978212006390095,22500,900.0,22548
309,0,0.7853085398674011,0.867170993699772,0.9972773492336273,4817,192.7,4865
314,0,0.07369627058506012,0.1403721023382045,0.9952391386032104,22500,900.0,22548
319,0,0.672331690788269,0.8513097746876513,0.9971035420894623,22500,900.0,22548
324,0,0.03258974477648735,0.04217954464952862,0.9974356070160866,6893,275.7001,6941
329,0,0.024053553119301796,0.033140398986852546,0.998122189193964,9135,365.4,9183
334,0,0.04401865229010582,0.07580584295065994,0.9963312149047852,22500,900.0,22548
339,0,0.3486451506614685,0.5309928412973007,0.9962731897830963,11087,443.5,11135
345,0,0.8807970285415649,0.9434749635974854,0.9979020468890667,22500,900.0,22548
350,0,0.6757646203041077,0.8358174601879129,0.9959683865308762,22500,900.0,22548
355,0,0.622459352016449,0.7309086492395309,0.9937450289726257,8957,358.3,9005
360,0,0.10669060051441193,0.16458993164998098,0.99687759578228,5457,218.3,5505
365,0,0.5078118443489075,0.7055801584276256,0.9976017475128174,17952,718.1001,18000
370,0,0.01098694372922182,0.01591857038314778,0.998601907864213,21232,849.3001,21280
375,0,0.02517884224653244,0.03517421519896196,0.9978040158748627,4427,177.1,4475
380,0,0.0378924235701561,0.0676592788478747,0.9964279904961586,22500,900.0,22548
385,0,0.05921025201678276,0.08526487288032188,0.9959098845720291,2008,80.3001,2056
390,0,0.9399133324623108,0.9705468397406851,0.9981256015598774,14245,569.8,14293
396,0,0.10087861120700836,0.1404810008121936,0.996800497174263,9742,389.7,9790
402,0,0.30404165387153625,0.45313326784783925,0.9959973096847534,11575,462.9999,11623
407,0,0.0541987270116806,0.08048613383260335,0.9972986280918121,22500,900.0,22548
412,0,0.24798743426799774,0.37810325800708783,0.995644211769104,22500,900.0,22548
417,0,0.2538610100746155,0.4073037934972415,0.9935756623744965,11287,451.4999,11335
422,0,0.6959583163261414,0.8519158207371307,0.995990440249443,20102,804.1,20150
427,0,0.09947021305561066,0.14814456516891805,0.9967436045408249,8940,357.6,8988
432,0,0.05184547230601311,0.08040211996857619,0.9976686164736748,10387,415.5,10435
437,0,0.025565212592482567,0.03314851635583918,0.9977929219603539,12147,485.9001,12195
442,0,0.4532618820667267,0.6372409903521595,0.9955431520938873,22500,900.0,22548
447,0,0.1561049073934555,0.2569554170306133,0.9960812926292419,11550,462.0,11598
452,0,0.039048291742801666,0.07600057856717382,0.9961113184690475,22500,900.0,22548
457,0,0.01798621006309986,0.02929188674183375,0.9974496345967054,22500,900.0,22548
463,0,0.0384661927819252,0.05349439845451254,0.9980185478925705,9670,386.7999,9718
468,0,0.018833130598068237,0.03306722679606103,0.9967176951467991,22500,900.0,22548
473,0,0.018833130598068237,0.025976667611963235,0.9979594871401787,2527,101.1,2575
478,0,0.05665242671966553,0.08050486086011356,0.9970484972000122,22500,900.0,22548
483,0,0.19930800795555115,0.3211354748187298,0.9964290857315063,22500,900.0,22548
488,0,0.0534033328294754,0.07594540844454088,0.9972531571984291,11387,455.5,11435
600,0,0.10970577597618103,0.1826001102258547,0.9962239563465118,2455,98.1999,2503
605,0,0.5234203934669495,0.7058550095826299,0.9965798854827881,5212,208.5,5260
612,0,0.029760094359517097,0.04214510358758938,0.9973223321139812,7162,286.5,7210
620,0,0.014957087114453316,0.01911293070411391,0.9975751768797636,9830,393.2,9878
626,0,0.04535257816314697,0.0637583474489856,0.9979789033532143,2245,89.8,2293
632,0,0.024053553119301796,0.031196840344887164,0.9981868341565132,14530,581.2001,14578
637,0,0.9161096215248108,0.9579844209274966,0.9983721971511841,17865,714.6001,17913
650,0,0.08509904146194458,0.1261649301006009,0.9953293800354004,10462,418.5,10510
655,0,0.8976953029632568,0.9199365567165254,0.9960384592413902,6658,266.3001,6706
660,0,0.42250463366508484,0.6226818694291052,0.9944325685501099,22500,900.0,22548
666,0,0.06371499598026276,0.09013010565445916,0.9975550249218941,15702,628.0999,15750
676,0,0.5544704794883728,0.7193120084460458,0.9974232017993927,17525,701.0,17573
683,0,0.672331690788269,0.8183370979410292,0.994642361998558,22500,900.0,22548
691,0,0.8670357465744019,0.9328285290113817,0.9967988580465317,22500,900.0,22548
697,0,0.07477004081010818,0.10684684214759943,0.997283585369587,22500,900.0,22548
705,0,0.9219217896461487,0.9466750733725844,0.9974218793213367,4957,198.3,5005
712,0,0.023330768570303917,0.03736224302875546,0.9976911023259163,22500,900.0,22548
718,0,0.022977370768785477,0.033107570436206636,0.9983207657933235,19415,776.5999,19463
