pid,fold,p_yes,p_yes_rule,answer_mass,audio_tok,dur_s,seq_len
301,3,0.027376487851142883,0.047458797228132295,0.9963396191596985,7500,900.0,7548
306,3,0.034100428223609924,0.06367739736027109,0.99748794734478,7500,619.1,7548
311,3,0.9859364032745361,0.9892624860117079,0.999055290594697,5445,217.7999,5493
316,3,0.9626730680465698,0.974369806204973,0.9986118916422129,5657,226.3,5705
321,3,0.9820137619972229,0.986088921326029,0.9984673541039228,7500,311.5999,7548
326,3,0.010489091277122498,0.011703698544119923,0.9986786860972643,4907,196.3,4955
331,3,0.9124361872673035,0.9473702860192722,0.9974936246871948,7500,447.8,7548
336,3,0.28140559792518616,0.4081636092175774,0.9956708252429962,7500,379.1,7548
341,3,0.09534946084022522,0.16448658373111857,0.9963507950305939,7500,418.6001,7548
347,3,0.021287351846694946,0.031174993037767405,0.9978342559188604,3627,145.1,3675
352,3,0.6001883149147034,0.7981040900556924,0.9941558688879013,7500,900.0,7548
357,3,0.03308597952127457,0.04216874738475462,0.996323723345995,7500,530.4,7548
362,3,0.7490872144699097,0.8443018901983794,0.9978457391262054,7167,286.7,7215
367,3,0.9728307723999023,0.9822140886771501,0.9977736920118332,7500,900.0,7548
372,3,0.4765796661376953,0.6377800854715883,0.996641993522644,7500,751.3001,7548
377,3,0.013636834919452667,0.020354621266590364,0.9980121273547411,7500,843.8999,7548
382,3,0.00806199200451374,0.008075151495415628,0.9991546291857958,7500,364.7999,7548
387,3,0.011869121342897415,0.01590273041359306,0.9980508387088776,5260,210.4001,5308
392,3,0.023689471185207367,0.04206271158785183,0.9976958744227886,6450,258.0,6498
399,3,0.027585284784436226,0.04472467286600793,0.9973769970238209,7500,370.0999,7548
404,3,0.04958902671933174,0.08045581538738447,0.9959478303790092,7500,900.0,7548
409,3,0.6548947095870972,0.8670227750767266,0.996321976184845,7500,718.4,7548
414,3,0.709019124507904,0.7873845277105427,0.9954477101564407,7500,558.7999,7548
419,3,0.01243165135383606,0.022953873745675122,0.9963262882083654,7500,649.7,7548
424,3,0.16238002479076385,0.2568715195657861,0.9966477155685425,7500,900.0,7548
429,3,0.0427221953868866,0.05356066735770197,0.9977948889136314,7500,409.7001,7548
434,3,0.022977370768785477,0.03304918543180962,0.9974298626184464,7500,864.3999,7548
439,3,0.022977370768785477,0.039659832097087386,0.9966724812984467,7500,900.0,7548
444,3,0.0534033328294754,0.09544729763433031,0.9961314871907234,7500,900.0,7548
449,3,0.07159119844436646,0.14041839302051284,0.9933869540691376,7500,900.0,7548
454,3,0.07055959850549698,0.12605963318076085,0.993384912610054,7500,900.0,7548
459,3,0.5234203934669495,0.7177726579617546,0.9948952198028564,7500,384.6,7548
465,3,0.012624949216842651,0.019136897250287912,0.9973208718001842,7500,900.0,7548
470,3,0.3775406777858734,0.5774567745307391,0.9937803149223328,7500,900.0,7548
475,3,0.016914913430809975,0.022987961637825873,0.9983421936631203,5615,224.5999,5663
480,3,0.025760561227798462,0.04744962772558703,0.996598657220602,7500,900.0,7548
485,3,0.10087861120700836,0.147925960507453,0.9963672161102295,5310,212.4001,5358
490,3,0.01428193412721157,0.020358152922714506,0.9988523814827204,4840,193.5999,4888
602,3,0.29098084568977356,0.45342486983522295,0.9916819036006927,7500,900.0,7548
607,3,0.06008664518594742,0.10127585737605503,0.9965903460979462,5508,220.3001,5556
617,3,0.020645931363105774,0.031184703443537857,0.9976570419967175,7500,591.8,7548
623,3,0.04084571823477745,0.06019647935136492,0.9978376962244511,7500,725.6998,7548
628,3,0.014957087114453316,0.027598366814075768,0.9969001077115536,7500,562.1,7548
634,3,0.01590639166533947,0.021666638591985324,0.9983979780226946,7500,377.1,7548
640,3,0.7431679368019104,0.8178062515209048,0.9955548942089081,7500,407.0999,7548
652,3,0.939024806022644,0.9629609721219627,0.9977037832140923,7500,355.4999,7548
657,3,0.02228618785738945,0.03516456074012221,0.9966071099042892,7500,900.0,7548
662,3,0.06560482829809189,0.09017045194934296,0.9971271827816963,7500,341.1,7548
669,3,0.02262919954955578,0.029332596520320126,0.9981390535831451,7500,741.2,7548
679,3,0.07585817575454712,0.14050704654816903,0.9930197894573212,7500,900.0,7548
687,3,0.04535257816314697,0.08039291873542498,0.9957627207040787,7500,900.0,7548
693,3,0.026759283617138863,0.035213609068623565,0.9985490515828133,7500,847.4,7548
699,3,0.3415825068950653,0.531646868280903,0.996371865272522,2982,119.2999,3030
708,3,0.010818447917699814,0.016911464902531606,0.9976256266236305,7500,900.0,7548
715,3,0.24508501589298248,0.3369973641478145,0.9960594177246094,7500,655.7001,7548
