pid,fold,p_yes,p_yes_rule,answer_mass,audio_tok,dur_s,seq_len
302,2,0.18476751446723938,0.3919651535803368,0.993277907371521,7500,900.0,7548
307,2,0.0443485826253891,0.11274115907645035,0.9918457344174385,7500,900.0,7548
312,2,0.02517884224653244,0.0503634144959128,0.9976480975747108,7500,340.3999,7548
317,2,0.09138210862874985,0.20980130771791178,0.9928638637065887,5850,233.9999,5898
322,2,0.16238002479076385,0.2818085576160432,0.9953885972499847,7500,537.0999,7548
327,2,0.15817435085773468,0.3207794080383512,0.9906581342220306,7500,900.0,7548
332,2,0.6150878667831421,0.7977326962282939,0.9966180771589279,7500,900.0,7548
337,2,0.01971912570297718,0.04743365086599522,0.994304608553648,7500,900.0,7548
343,2,0.05582313984632492,0.14789217384131909,0.9957829415798187,6817,272.6999,6865
348,2,0.6791787147521973,0.8595638349876233,0.9943219870328903,7500,328.0999,7548
353,2,0.15002882480621338,0.23353181448635674,0.996488094329834,7500,415.1999,7548
358,2,0.13660839200019836,0.28137274406280993,0.9931907057762146,6450,258.0,6498
363,2,0.01428193412721157,0.02759803911535526,0.9974136799573898,7500,804.5001,7548
368,2,0.04672496020793915,0.11279735420254874,0.994854249060154,7500,900.0,7548
373,2,0.009708477184176445,0.02162192522107418,0.9955615177750587,7500,900.0,7548
378,2,0.013636834919452667,0.027611545445647562,0.997007954865694,7500,432.0999,7548
383,2,0.01098694372922182,0.02299167158423807,0.9972598105669022,7500,900.0,7548
388,2,0.672331690788269,0.8175208567686042,0.9975322484970093,4257,170.3,4305
393,2,0.012241275981068611,0.01914319044538813,0.9985557552427053,5647,225.9,5695
400,2,0.028007520362734795,0.06007036430124919,0.9962371736764908,7500,478.9001,7548
405,2,0.4765796661376953,0.7423740161523638,0.9947611093521118,7500,900.0,7548
410,2,0.04603390023112297,0.10090234198393157,0.9960177540779114,7500,609.7,7548
415,2,0.014728613197803497,0.029343427645833003,0.9978538434952497,7500,396.4,7548
420,2,0.1037486270070076,0.22297067262210468,0.9961333721876144,7500,403.8999,7548
425,2,0.6513549089431763,0.8162702503145989,0.9940971285104752,7500,900.0,7548
430,2,0.23370634019374847,0.4369530544930258,0.9924869239330292,7500,900.0,7548
435,2,0.0446808747947216,0.10631855850449126,0.996147021651268,7500,500.4001,7548
440,2,0.018833130598068237,0.04209550805908079,0.9981172531843185,7500,724.6001,7548
445,2,0.07807815819978714,0.18185894386719625,0.9938039183616638,7500,360.6001,7548
450,2,0.028870906680822372,0.06753795960056551,0.9963524267077446,7500,787.4,7548
455,2,0.005060331895947456,0.00912868736278395,0.9979719733819366,7500,900.0,7548
461,2,0.5467381477355957,0.7974051146303689,0.9957194775342941,7500,900.0,7548
466,2,0.18010665476322174,0.3617322822978782,0.9936154186725616,7500,900.0,7548
471,2,0.043365802615880966,0.11910786124459181,0.9934923052787781,7500,900.0,7548
476,2,0.018833130598068237,0.0500674133032622,0.9944700412452221,7500,785.6,7548
481,2,0.008916126564145088,0.01591711170462855,0.9969013538211584,7500,656.3,7548
486,2,0.009708477184176445,0.016926693701621205,0.9985824972391129,7455,298.2001,7503
491,2,0.2120688110589981,0.3629972792103888,0.9977265894412994,7500,900.0,7548
603,2,0.08269733935594559,0.21194815826318844,0.9909515082836151,7500,900.0,7548
608,2,0.028007520362734795,0.07159244072359143,0.9937116354703903,7500,653.4002,7548
618,2,0.08632348477840424,0.14780166746789952,0.9950128048658371,3480,139.2001,3528
624,2,0.8740772008895874,0.9363100066181288,0.9981309548020363,4137,165.4999,4185
629,2,0.017712296918034554,0.03307934202148734,0.9965898208320141,7500,737.4999,7548
635,2,0.034100428223609924,0.05047781449885503,0.9975105486810207,2112,84.5,2160
641,2,0.562176525592804,0.6931455625067228,0.9977171123027802,4667,186.7,4715
653,2,0.01798621006309986,0.02761070081662311,0.9986004456877708,4720,188.8,4768
658,2,0.0627892017364502,0.1478144152993731,0.9945797026157379,7500,315.5001,7548
663,2,0.017176710069179535,0.044627921636970845,0.9924892634153366,7500,307.2001,7548
670,2,0.02517884224653244,0.037379922147230425,0.9977948740124702,4217,168.7,4265
680,2,0.2568320035934448,0.5465827157597909,0.9940484762191772,7500,753.7999,7548
688,2,0.815232515335083,0.9234027555307265,0.9936354458332062,7500,467.3001,7548
695,2,0.06853749603033066,0.15625539433018834,0.9930737018585205,7500,900.0,7548
702,2,0.011687257327139378,0.017993347356967563,0.9984263312071562,5965,238.5999,6013
709,2,0.3923368453979492,0.6638151930290035,0.9891417622566223,7500,900.0,7548
716,2,0.7799928784370422,0.9042311595320442,0.9941930994391441,7500,900.0,7548
