pid,fold,p_yes,p_yes_rule,answer_mass,audio_tok,dur_s,seq_len
303,1,0.01342825498431921,0.03105890450935975,0.9939273353666067,22500,900.0,22548
308,1,0.9591543078422546,0.9785015734256847,0.9980200901627541,9237,369.4999,9285
313,1,0.27202457189559937,0.5327965167187881,0.9774577915668488,22500,900.0,22548
318,1,0.013636834919452667,0.020377512668863076,0.9979818444699049,6240,249.5999,6288
323,1,0.008711383678019047,0.014069615475165928,0.9985143719241023,10432,417.3001,10480
328,1,0.01065251138061285,0.016885965928708526,0.9978504497557878,16980,679.2,17028
333,1,0.009633652865886688,0.020294705352888447,0.9955840148031712,22500,900.0,22548
338,1,0.11596070975065231,0.20191422008573046,0.99542635679245,7195,287.8,7243
344,1,0.02595735713839531,0.047416404773809095,0.9956343360245228,22500,900.0,22548
349,1,0.9449946880340576,0.9714872567876834,0.9978923331946135,12575,503.0,12623
354,1,0.0534033328294754,0.08044036045236458,0.9980343282222748,4187,167.4999,4235
359,1,0.9046505093574524,0.9442705067333146,0.997538335621357,15132,605.3001,15180
364,1,0.01016965787857771,0.02150742906521291,0.9961625393480062,22500,900.0,22548
369,1,0.007093861699104309,0.01243894591700814,0.9966075364500284,18732,749.3,18780
374,1,0.14804719388484955,0.30569752623536794,0.9888927340507507,22500,900.0,22548
379,1,0.012821214273571968,0.021648696241112,0.9975487925112247,17722,708.9001,17770
384,1,0.3208213150501251,0.6221986174983374,0.9938291907310486,12392,495.7001,12440
389,1,0.05921025201678276,0.10677864972022147,0.9949298873543739,5247,209.9,5295
395,1,0.010013571009039879,0.01693330974720232,0.9963640477508307,22500,900.0,22548
401,1,0.01615283451974392,0.02763285269931541,0.9981784746050835,11352,454.1,11400
406,1,0.01065251138061285,0.017976009770466744,0.9952996876090765,22500,900.0,22548
411,1,0.005139611195772886,0.00912827169927257,0.9973837323486805,22500,900.0,22548
416,1,0.023330768570303917,0.042160605691503074,0.99692602455616,12332,493.3,12380
421,1,0.5851011276245117,0.7772449870527787,0.9964858889579773,10270,410.8001,10318
426,1,0.04535257816314697,0.11300439829867462,0.9903602078557014,22500,900.0,22548
431,1,0.013636834919452667,0.023000428440783545,0.998454924672842,8770,350.8,8818
436,1,0.014728613197803497,0.029378018144432562,0.992977874353528,22500,900.0,22548
441,1,0.13846179842948914,0.2454340091945534,0.9959223866462708,8092,323.7001,8140
446,1,0.008577484637498856,0.014982258676444133,0.998758708126843,16625,665.0,16673
451,1,0.02262919954955578,0.03537196132786677,0.9977162331342697,17142,685.7,17190
456,1,0.01098694372922182,0.018016016989421568,0.9986696541309357,12717,508.7,12765
462,1,0.015189049765467644,0.029263185414789346,0.9965674001723528,22500,900.0,22548
467,1,0.005819959565997124,0.010332933678600532,0.9981831246986985,9142,365.6999,9190
472,1,0.006797531619668007,0.009718496349121053,0.9985660016536713,9945,397.8,9993
477,1,0.008445627987384796,0.016993224423914523,0.9980402756482363,20740,829.6001,20788
482,1,0.008445627987384796,0.020221086615796902,0.9965106099843979,22500,900.0,22548
487,1,0.01428193412721157,0.024437176599517982,0.997772853821516,17300,692.0001,17348
492,1,0.011508150026202202,0.020294695680595085,0.9963085409253836,22500,900.0,22548
604,1,0.01098694372922182,0.012455340341398159,0.9984196843579412,2950,117.9999,2998
609,1,0.01428193412721157,0.022962437935108777,0.9976441990584135,18517,740.6999,18565
619,1,0.2598256468772888,0.46995919135292574,0.9880954921245575,13912,556.5,13960
625,1,0.01615283451974392,0.033124833250581125,0.9968956261873245,14160,566.4,14208
631,1,0.09534946084022522,0.15667301794488186,0.9925617128610611,16897,675.9,16945
636,1,0.8397339582443237,0.9155747830355269,0.9948153793811798,22500,900.0,22548
649,1,0.024798160418868065,0.039752231380219806,0.9974914640188217,9200,368.0,9248
654,1,0.016914913430809975,0.023026109269489684,0.9982534218579531,3585,143.3999,3633
659,1,0.06560482829809189,0.1403049018161032,0.9924700707197189,17307,692.3001,17355
664,1,0.008187909610569477,0.019136849159312172,0.9962148535996675,22500,900.0,22548
673,1,0.16667540371418,0.29414859404089283,0.9920158982276917,17982,719.3001,18030
682,1,0.3775406777858734,0.5623345974670058,0.9953174591064453,3580,143.2,3628
689,1,0.32766830921173096,0.5327643681496163,0.9952384829521179,22500,900.0,22548
696,1,0.021948255598545074,0.039626322404233284,0.9951749183237553,22500,900.0,22548
703,1,0.20434190332889557,0.33473820537649557,0.9940952062606812,4305,172.2,4353
710,1,0.02161533385515213,0.02767486961032816,0.9980590380728245,8065,322.5999,8113
717,1,0.010328153148293495,0.015952402989746706,0.9982667583972216,13577,543.1,13625
