pid,fold,p_yes,p_yes_rule,answer_mass,audio_tok,dur_s,seq_len
303,1,0.01065251138061285,0.02293791888384787,0.9953590892255306,7500,900.0,7548
308,1,0.9814534187316895,0.9876454758739498,0.9980776347219944,7500,369.4999,7548
313,1,0.6406359076499939,0.8354380774302168,0.9936566054821014,7500,900.0,7548
318,1,0.00806199200451374,0.012437722112766838,0.9983560023829341,6240,249.5999,6288
323,1,0.006589771248400211,0.010322484035573839,0.9982876777648926,7500,417.3001,7548
328,1,0.03258974477648735,0.06010777306418034,0.9977624826133251,7500,679.2,7548
333,1,0.015663649886846542,0.027595810371672472,0.9979282431304455,7500,900.0,7548
338,1,0.13477592170238495,0.29400350802844805,0.9870707392692566,7195,287.8,7243
344,1,0.0838903859257698,0.14824794596443305,0.9944666177034378,7500,900.0,7548
349,1,0.971563994884491,0.9859324276073841,0.9979749778285623,7500,503.0,7548
354,1,0.03210070729255676,0.05036424215111482,0.9983031749725342,4187,167.4999,4235
359,1,0.6513549089431763,0.8354532779788395,0.9961979240179062,7500,605.3001,7548
364,1,0.006289901677519083,0.011685551054723325,0.99822998046875,7500,900.0,7548
369,1,0.007937993854284286,0.012436711926690583,0.9976853998377919,7500,749.3,7548
374,1,0.10970577597618103,0.18275100060452784,0.9967172741889954,7500,900.0,7548
379,1,0.007815889082849026,0.013220690701863578,0.9984472980722785,7500,708.9001,7548
384,1,0.2689414322376251,0.40795027286396623,0.9950965046882629,7500,495.7001,7548
389,1,0.06954174488782883,0.1329476018444239,0.9967652261257172,5247,209.9,5295
395,1,0.026759283617138863,0.044707256792764015,0.9980927556753159,7500,900.0,7548
401,1,0.014503580518066883,0.02300174490666029,0.9982977714389563,7500,454.1,7548
406,1,0.010013571009039879,0.014085423469332982,0.9979040557518601,7500,900.0,7548
411,1,0.013636834919452667,0.02298005523568037,0.9983594324439764,7500,900.0,7548
416,1,0.01243165135383606,0.022974246859644696,0.9982900507748127,7500,493.3,7548
421,1,0.47268345952033997,0.636978436152495,0.9965149462223053,7500,410.8001,7548
426,1,0.04885777831077576,0.08507515764554191,0.9963158890604973,7500,900.0,7548
431,1,0.006797531619668007,0.010992808241729334,0.998238735832274,7500,350.8,7548
436,1,0.01640303246676922,0.029339493385572474,0.997959716245532,7500,900.0,7548
441,1,0.4843800961971283,0.6928142564770581,0.9964512884616852,7500,323.7001,7548
446,1,0.014503580518066883,0.022993071267031907,0.9983106274157763,7500,665.0,7548
451,1,0.01590639166533947,0.02449169681083188,0.998105039820075,7500,685.7,7548
456,1,0.020645931363105774,0.03516431666942481,0.9976146258413792,7500,508.7,7548
462,1,0.014728613197803497,0.024449951617587423,0.9979207031428814,7500,900.0,7548
467,1,0.005469274707138538,0.009133198242795123,0.9987818589434028,7500,365.6999,7548
472,1,0.00912563782185316,0.013228375503547168,0.9988234154880047,7500,397.8,7548
477,1,0.007577240467071533,0.014078893823508722,0.99851028714329,7500,829.6001,7548
482,1,0.008847354911267757,0.012437895050840912,0.9985764138400555,7500,900.0,7548
487,1,0.03963884338736534,0.06753000257082734,0.997534841299057,7500,692.0001,7548
492,1,0.01016965787857771,0.016929184504015135,0.9979268163442612,7500,900.0,7548
604,1,0.004133968148380518,0.004909118844926433,0.9988615862093866,2950,117.9999,2998
609,1,0.007577240467071533,0.011699355379157629,0.9978704825043678,7500,740.6999,7548
619,1,0.01342825498431921,0.024428340423422765,0.9975941497832537,7500,556.5,7548
625,1,0.1037486270070076,0.21192594765099868,0.9958207607269287,7500,566.4,7548
631,1,0.0792103260755539,0.13294033998515173,0.9965367615222931,7500,675.9,7548
636,1,0.37022536993026733,0.6074374527126256,0.9968796968460083,7500,900.0,7548
649,1,0.04603390023112297,0.08041517332825764,0.9960939213633537,7500,368.0,7548
654,1,0.009268012829124928,0.011711786291725097,0.9988587452098727,3585,143.3999,3633
659,1,0.024423090741038322,0.04209562693549248,0.9970543421804905,7500,692.3001,7548
664,1,0.004331502132117748,0.006698645989127771,0.9984231241978705,7500,900.0,7548
673,1,0.2393493503332138,0.3334091148677898,0.9965367615222931,7500,719.3001,7548
682,1,0.3208213150501251,0.5158097535804138,0.9970200955867767,3580,143.2,3628
689,1,0.9566342234611511,0.9745250005163217,0.9981129188090563,7500,900.0,7548
696,1,0.02595735713839531,0.05671728349199147,0.9964775629341602,7500,900.0,7548
703,1,0.29746994376182556,0.49996041770508415,0.9949844777584076,4305,172.2,4353
710,1,0.02262919954955578,0.03519531356751571,0.998239878565073,7500,322.5999,7548
717,1,0.014503580518066883,0.021645405104365523,0.9977385029196739,7500,543.1,7548
