pid,fold,p_yes,p_yes_rule,answer_mass,audio_tok,dur_s,seq_len
300,4,0.023330768570303917,0.04638541791532952,0.9965567328035831,7500,759.8001,7548
305,4,0.12252321094274521,0.24512764631554412,0.9942087233066559,7500,900.0,7548
310,4,0.034100428223609924,0.05358430377590548,0.9960834048688412,7445,297.8,7493
315,4,0.02931223064661026,0.04474155233836199,0.9974284395575523,7500,900.0,7548
320,4,0.5273165106773376,0.694521673455227,0.9952457547187805,6227,249.1,6275
325,4,0.8198933005332947,0.8990282260339132,0.9957356676459312,7500,528.2,7548
330,4,0.5078118443489075,0.7308576121882195,0.9970521330833435,4540,181.6,4588
335,4,0.037326883524656296,0.0677223466059367,0.9967288225889206,7500,452.7001,7548
340,4,0.02843603491783142,0.04212036357597453,0.9981138445436954,5107,204.2999,5155
346,4,0.9889278411865234,0.9924474222905002,0.9981258362531662,7500,699.4999,7548
351,4,0.8807970285415649,0.93646666026319,0.9969049394130707,7500,900.0,7548
356,4,0.042087726294994354,0.06388282743856429,0.9978780597448349,7500,591.4999,7548
361,4,0.013636834919452667,0.021645991326485745,0.9980944059789181,7500,397.8001,7548
366,4,0.020645931363105774,0.031157738744828772,0.9976295214146376,7500,847.1,7548
371,4,0.5774953961372375,0.7756007455264208,0.9952623546123505,7500,309.8001,7548
376,4,0.9314625263214111,0.9706758996322951,0.9978860467672348,7500,615.6,7548
381,4,0.20689405500888824,0.3347036315536877,0.9956594109535217,7500,501.0001,7548
386,4,0.32423537969589233,0.4999727692598601,0.9970318675041199,7500,900.0,7548
391,4,0.8933094143867493,0.932582997877742,0.9982915669679642,6172,246.8999,6220
397,4,0.3775406777858734,0.5923282335873605,0.9948257505893707,7500,900.0,7548
403,4,0.005685906391590834,0.009123193338390578,0.9979384085163474,7500,900.0,7548
408,4,0.00912563782185316,0.014957666545964993,0.9982219822704792,7500,372.6,7548
413,4,0.02228618785738945,0.031198689758939753,0.9984932225197554,7500,596.2,7548
418,4,0.01640303246676922,0.022973154306364537,0.9982656911015511,7500,606.9,7548
423,4,0.028007520362734795,0.039695837478698676,0.9980599023401737,7500,479.3,7548
428,4,0.027585284784436226,0.03968271986448541,0.9979866221547127,6475,259.0,6523
433,4,0.014503580518066883,0.022924371911746354,0.9982415940612555,7500,340.5001,7548
438,4,0.49218812584877014,0.6929216735898758,0.9964442551136017,7500,900.0,7548
443,4,0.06371499598026276,0.10691278182040581,0.9967417418956757,4835,193.4,4883
448,4,0.019870713353157043,0.03311104853104665,0.997444424778223,7500,900.0,7548
453,4,0.01243165135383606,0.01914051743416746,0.9977451264858246,7500,900.0,7548
458,4,0.013636834919452667,0.019156549406531196,0.9983218442648649,7500,580.3,7548
464,4,0.006903838366270065,0.00858818553520178,0.9986657258123159,7500,658.6999,7548
469,4,0.008847354911267757,0.012443321073910364,0.9987537330016494,7500,639.3999,7548
474,4,0.011508150026202202,0.017997909301234502,0.9975915290415287,7500,900.0,7548
479,4,0.2018132209777832,0.3345477097556444,0.9968821704387665,6400,256.0001,6448
484,4,0.01615283451974392,0.02598867170663997,0.9982874915003777,7500,573.5999,7548
489,4,0.01065251138061285,0.015914408111658306,0.9985927175730467,7500,842.8,7548
601,4,0.04742587357759476,0.07593637283562724,0.9983693659305573,3487,139.5,3535
606,4,0.09268777817487717,0.15652296424053572,0.9971643090248108,1648,65.9001,1696
615,4,0.011508150026202202,0.017991918498410864,0.9983038492500782,7500,573.3999,7548
622,4,0.01016965787857771,0.014924702502424815,0.9979328727349639,7500,320.4001,7548
627,4,0.017442483454942703,0.02447557966479814,0.9988150298595428,7500,572.1999,7548
633,4,0.01798621006309986,0.031167326002058408,0.9973967503756285,7500,900.0,7548
638,4,0.6893056035041809,0.8083097862913748,0.9977385550737381,2215,88.6,2263
651,4,0.021287351846694946,0.029342316869614506,0.9983696211129427,1862,74.5,1910
656,4,0.00955939944833517,0.013257926601197536,0.9985281052067876,7500,312.4,7548
661,4,0.562176525592804,0.7772530949496074,0.9950021207332611,7500,900.0,7548
667,4,0.08882028609514236,0.14076576986173284,0.9955359846353531,7500,900.0,7548
677,4,0.939024806022644,0.9708437122027891,0.998319648206234,7500,371.5999,7548
684,4,0.9449946880340576,0.9649782990931487,0.9983283542096615,7500,322.2999,7548
692,4,0.18476751446723938,0.321186419105005,0.9962948858737946,3662,146.4999,3710
698,4,0.043365802615880966,0.08513001206728707,0.9967005997896194,7500,864.8,7548
707,4,0.03963884338736534,0.08042743129740072,0.9974087402224541,7500,311.4001,7548
713,4,0.974821150302887,0.9850631286523464,0.999014082364738,7500,900.0,7548
