level	page_num	par_num	block_num	line_num	word_num	left	top	width	height	conf	text
1	3	0	0	0	0	0.000000	0.000000	612.000000	792.000000	-1	###PAGE###
3	3	0	0	0	0	54.129000	81.953184	244.075380	28.945558	-1	###FLOW###
4	3	0	0	0	0	54.129000	81.953184	244.072372	8.123558	-1	###LINE###
5	3	0	0	0	0	54.13	81.95	21.54	8.06	100	Table
5	3	0	0	0	1	78.09	81.95	6.86	8.06	100	1.
5	3	0	0	0	2	88.28	82.06	18.82	8.02	100	AUC
5	3	0	0	0	3	109.53	82.06	7.62	8.02	100	of
5	3	0	0	0	4	119.57	82.06	57.15	8.02	100	Qwen2.5-Omni
5	3	0	0	0	5	179.14	82.06	11.68	8.02	100	per
5	3	0	0	0	6	193.25	82.06	27.67	8.02	100	dataset.
5	3	0	0	0	7	224.27	82.06	35.56	8.02	100	Zero-shot
5	3	0	0	0	8	262.25	82.06	20.32	8.02	100	audio
5	3	0	0	0	9	284.99	82.06	13.21	8.02	100	and
4	3	0	0	1	0	54.425000	92.471781	243.779380	8.015962	-1	###LINE###
5	3	0	0	1	0	54.43	92.47	13.58	8.02	100	text
5	3	0	0	1	1	71.21	92.47	15.15	8.02	100	take
5	3	0	0	1	2	89.55	92.47	11.18	8.02	100	the
5	3	0	0	1	3	103.93	92.47	35.05	8.02	100	recording
5	3	0	0	1	4	142.18	92.47	13.21	8.02	100	and
5	3	0	0	1	5	158.59	92.47	8.64	8.02	100	its
5	3	0	0	1	6	170.43	92.47	36.82	8.02	100	transcript.
5	3	0	0	1	7	212.91	92.47	39.63	8.02	100	Fine-tuned
5	3	0	0	1	8	255.73	92.47	6.10	8.02	100	is
5	3	0	0	1	9	265.03	92.47	11.18	8.02	100	the
5	3	0	0	1	10	279.41	92.47	18.79	8.02	100	same
4	3	0	0	2	0	54.425000	102.882781	234.569990	8.015962	-1	###LINE###
5	3	0	0	2	0	54.43	102.88	22.42	8.02	100	model
5	3	0	0	2	1	79.08	102.88	16.43	8.02	100	after
5	3	0	0	2	2	97.75	102.88	34.86	8.02	100	retraining
5	3	0	0	2	3	134.85	102.88	15.94	8.02	100	only
5	3	0	0	2	4	153.04	102.88	8.47	8.02	100	its
5	3	0	0	2	5	163.75	102.88	32.37	8.02	100	projector
5	3	0	0	2	6	198.36	102.88	8.97	8.02	100	on
5	3	0	0	2	7	209.57	102.88	57.01	8.02	100	speaker-disjoint
5	3	0	0	2	8	268.82	102.88	20.17	8.02	100	folds.
3	3	0	1	0	0	202.210000	116.692781	34.861363	8.015962	-1	###FLOW###
4	3	0	1	0	0	202.210000	116.692781	34.861363	8.015962	-1	###LINE###
5	3	0	1	0	0	202.21	116.69	34.86	8.02	100	Zero-shot
3	3	0	2	0	0	54.425000	131.906781	26.890234	8.015962	-1	###FLOW###
4	3	0	2	0	0	54.425000	131.906781	26.890234	8.015962	-1	###LINE###
5	3	0	2	0	0	54.43	131.91	26.89	8.02	100	Dataset
3	3	1	0	0	0	121.995790	131.906781	57.931910	8.015962	-1	###FLOW###
4	3	1	0	0	0	121.995790	131.906781	57.931910	8.015962	-1	###LINE###
5	3	1	0	0	0	122.00	131.91	18.94	8.02	100	Clips
5	3	1	0	0	1	143.17	131.91	36.75	8.02	100	(speakers)
3	3	2	0	0	0	54.425000	147.409445	125.502701	107.602298	-1	###FLOW###
4	3	2	0	0	0	54.425000	147.409445	70.897325	7.720070	-1	###LINE###
5	3	2	0	0	0	54.43	147.41	42.26	7.72	100	Parkinson’s
5	3	2	0	0	1	98.93	147.41	26.40	7.72	100	disease
4	3	2	0	1	0	54.425000	157.730781	34.529606	8.015962	-1	###LINE###
5	3	2	0	1	0	54.43	157.73	34.53	8.02	100	PC-GITA
4	3	2	0	2	0	140.332078	157.730781	39.595622	8.015962	-1	###LINE###
5	3	2	0	2	0	140.33	157.73	17.93	8.02	100	1100
5	3	2	0	2	1	160.51	157.73	19.42	8.02	100	(100)
4	3	2	0	3	0	54.425000	168.141781	36.188390	8.015962	-1	###LINE###
5	3	2	0	3	0	54.43	168.14	36.19	8.02	100	NeuroVoz
4	3	2	0	4	0	140.332078	168.141781	39.595622	8.015962	-1	###LINE###
5	3	2	0	4	0	140.33	168.14	17.93	8.02	100	1270
5	3	2	0	4	1	160.51	168.14	19.42	8.02	100	(107)
4	3	2	0	5	0	54.425000	178.552781	47.459155	8.015962	-1	###LINE###
5	3	2	0	5	0	54.43	178.55	47.46	8.02	100	MDVR-KCL
4	3	2	0	6	0	153.781678	178.552781	26.146022	8.015962	-1	###LINE###
5	3	2	0	6	0	153.78	178.55	8.97	8.02	100	37
5	3	2	0	6	1	164.99	178.55	14.94	8.02	100	(37)
4	3	2	0	7	0	54.425000	192.041445	94.469990	7.720070	-1	###LINE###
5	3	2	0	7	0	54.43	192.04	22.42	7.72	100	Major
5	3	2	0	7	1	79.08	192.04	37.52	7.72	100	depressive
5	3	2	0	7	2	118.84	192.04	30.06	7.72	100	disorder
4	3	2	0	8	0	54.425000	202.362781	30.019507	8.015962	-1	###LINE###
5	3	2	0	8	0	54.43	202.36	30.02	8.02	100	E-DAIC
4	3	2	0	9	0	144.815278	202.362781	35.112422	8.015962	-1	###LINE###
5	3	2	0	9	0	144.82	202.36	13.45	8.02	100	275
5	3	2	0	9	1	160.51	202.36	19.42	8.02	100	(275)
4	3	2	0	10	0	54.425000	215.852445	71.112518	7.720070	-1	###LINE###
5	3	2	0	10	0	54.43	215.85	42.47	7.72	100	Alzheimer’s
5	3	2	0	10	1	99.14	215.85	26.40	7.72	100	disease
4	3	2	0	11	0	54.425000	226.173781	12.463296	8.015962	-1	###LINE###
5	3	2	0	11	0	54.43	226.17	12.46	8.02	100	Pitt
4	3	2	0	12	0	144.815278	226.173781	35.112422	8.015962	-1	###LINE###
5	3	2	0	12	0	144.82	226.17	13.45	8.02	100	468
5	3	2	0	12	1	160.51	226.17	19.42	8.02	100	(227)
4	3	2	0	13	0	54.425000	236.584781	37.362989	8.015962	-1	###LINE###
5	3	2	0	13	0	54.43	236.58	37.36	8.02	100	ADReSSo
4	3	2	0	14	0	144.815278	236.584781	35.112422	8.015962	-1	###LINE###
5	3	2	0	14	0	144.82	236.58	13.45	8.02	100	237
5	3	2	0	14	1	160.51	236.58	19.42	8.02	100	(237)
4	3	2	0	15	0	54.425000	246.995781	53.798400	8.015962	-1	###LINE###
5	3	2	0	15	0	54.43	247.00	53.80	8.02	100	ADReSS-2020
4	3	2	0	16	0	144.815278	246.995781	35.112422	8.015962	-1	###LINE###
5	3	2	0	16	0	144.82	247.00	13.45	8.02	100	156
5	3	2	0	16	1	160.51	247.00	19.42	8.02	100	(156)
3	3	3	0	0	0	259.352867	116.692781	38.851411	8.015962	-1	###FLOW###
4	3	3	0	0	0	259.352867	116.692781	38.851411	8.015962	-1	###LINE###
5	3	3	0	0	0	259.35	116.69	38.85	8.02	100	Fine-tuned
3	3	4	0	0	0	193.700091	131.906781	22.416000	8.015962	-1	###FLOW###
4	3	4	0	0	0	193.700091	131.906781	22.416000	8.015962	-1	###LINE###
5	3	4	0	0	0	193.70	131.91	22.42	8.02	100	Audio
3	3	5	0	0	0	229.897448	131.906781	15.673267	8.015962	-1	###FLOW###
4	3	5	0	0	0	229.897448	131.906781	15.673267	8.015962	-1	###LINE###
5	3	5	0	0	0	229.90	131.91	15.67	8.02	100	Text
3	3	6	0	0	0	267.574261	131.906781	22.416000	8.015962	-1	###FLOW###
4	3	6	0	0	0	267.574261	131.906781	22.416000	8.015962	-1	###LINE###
5	3	6	0	0	0	267.57	131.91	22.42	8.02	100	Audio
3	3	7	0	0	0	197.062491	157.730781	15.691200	28.837962	-1	###FLOW###
4	3	7	0	0	0	197.062491	157.730781	15.691200	8.015962	-1	###LINE###
5	3	7	0	0	0	197.06	157.73	15.69	8.02	100	0.56
4	3	7	0	1	0	197.062491	168.141781	15.691200	8.015962	-1	###LINE###
5	3	7	0	1	0	197.06	168.14	15.69	8.02	100	0.70
4	3	7	0	2	0	197.062491	178.552781	15.691200	8.015962	-1	###LINE###
5	3	7	0	2	0	197.06	178.55	15.69	8.02	100	0.71
3	3	8	0	0	0	229.888482	157.730781	15.691200	28.837962	-1	###FLOW###
4	3	8	0	0	0	229.888482	157.730781	15.691200	8.015962	-1	###LINE###
5	3	8	0	0	0	229.89	157.73	15.69	8.02	100	0.52
4	3	8	0	1	0	229.888482	168.141781	15.691200	8.015962	-1	###LINE###
5	3	8	0	1	0	229.89	168.14	15.69	8.02	100	0.54
4	3	8	0	2	0	229.888482	178.552781	15.691200	8.015962	-1	###LINE###
5	3	8	0	2	0	229.89	178.55	15.69	8.02	100	0.76
3	3	9	0	0	0	270.936661	157.730781	15.691200	28.837962	-1	###FLOW###
4	3	9	0	0	0	270.936661	157.730781	15.691200	8.015962	-1	###LINE###
5	3	9	0	0	0	270.94	157.73	15.69	8.02	100	0.89
4	3	9	0	1	0	270.936661	168.141781	15.691200	8.015962	-1	###LINE###
5	3	9	0	1	0	270.94	168.14	15.69	8.02	100	0.90
4	3	9	0	2	0	270.936661	178.552781	15.691200	8.015962	-1	###LINE###
5	3	9	0	2	0	270.94	178.55	15.69	8.02	100	0.70
3	3	10	0	0	0	197.062491	202.362781	15.691200	8.015962	-1	###FLOW###
4	3	10	0	0	0	197.062491	202.362781	15.691200	8.015962	-1	###LINE###
5	3	10	0	0	0	197.06	202.36	15.69	8.02	100	0.84
3	3	11	0	0	0	229.888482	202.362781	15.691200	8.015962	-1	###FLOW###
4	3	11	0	0	0	229.888482	202.362781	15.691200	8.015962	-1	###LINE###
5	3	11	0	0	0	229.89	202.36	15.69	8.02	100	0.82
