pid,speaker,fold,seed,p_yes,p_yes_set,answer_mass,p_yes_tok,p_no_tok,top1_id,top1_p,audio_tok,dur_s,seq_len
300,300,4,0,0.020023440942168236,0.04195488468051187,0.9974082633852959,8.365443591173971e-07,4.094170799362473e-05,2753,0.9304273128509521,18995,759.8001,19043
305,305,4,0,0.020023440942168236,0.03517127101791957,0.9976056925952435,6.922330726411019e-07,3.387889955774881e-05,2753,0.9581813812255859,22500,900.0,22548
310,310,4,0,0.030214589089155197,0.050466459266710235,0.9966141544282436,1.1182016805832973e-06,3.589046900742687e-05,2753,0.9242350459098816,7445,297.8,7493
315,315,4,0,0.02161533385515213,0.04214539935560548,0.9976532533764839,1.1166188187416992e-06,5.054202483734116e-05,2753,0.9522235989570618,22500,900.0,22548
320,320,4,0,0.30074557662010193,0.45385979932210496,0.9959913492202759,1.4381051187228877e-05,3.343694334034808e-05,2753,0.5388332009315491,6227,249.1,6275
325,325,4,0,0.46101680397987366,0.6786722557390914,0.9949904382228851,1.5650424757041037e-05,1.829719803936314e-05,9454,0.6644719243049622,13205,528.2,13253
330,330,4,0,0.11920291930437088,0.22249304512719292,0.9968909174203873,6.448637122957734e-06,4.764934055856429e-05,2753,0.7678647041320801,4540,181.6,4588
335,335,4,0,0.02228618785738945,0.039686659207487235,0.9977884367108345,7.446523113685544e-07,3.266852581873536e-05,2753,0.9532781839370728,11317,452.7001,11365
340,340,4,0,0.034618839621543884,0.0503659071196061,0.9983604103326797,1.0587594942990108e-06,2.952457725768909e-05,2753,0.9462130069732666,5107,204.2999,5155
346,346,4,0,0.9773707389831543,0.985139373431102,0.9983693594112992,1.935689215315506e-05,4.4817275579589477e-07,9454,0.9608259201049805,17487,699.4999,17535
351,351,4,0,0.6334102749824524,0.818001673184492,0.9952130019664764,2.8875128919025883e-05,1.6711641364963725e-05,9454,0.7915359735488892,22500,900.0,22548
356,356,4,0,0.3775406777858734,0.5630370409743733,0.9918400943279266,1.605927900527604e-05,2.6477277060621418e-05,9454,0.522777795791626,14787,591.4999,14835
361,361,4,0,0.013636834919452667,0.01802502964929916,0.9986841008067131,3.598663909087918e-07,2.60294273175532e-05,2753,0.9752777814865112,9945,397.8001,9993
366,366,4,0,0.005730246659368277,0.009130785258516003,0.9984963424503803,1.9451127286629344e-07,3.375014784978703e-05,2753,0.9848403334617615,21177,847.1,21225
371,371,4,0,0.3557748794555664,0.5904648883251126,0.994979590177536,1.3082631085126195e-05,2.3689583031227812e-05,9454,0.5730827450752258,7745,309.8001,7793
376,376,4,0,0.851952850818634,0.9153707400254255,0.9968422576785088,2.290933844051324e-05,3.981045665568672e-06,9454,0.8856211304664612,15390,615.6,15438
381,381,4,0,0.29421496391296387,0.4079906006286895,0.9872711300849915,1.488430098106619e-05,3.570557964849286e-05,2753,0.5753920674324036,12525,501.0001,12573
