orig_clip_id,clip_id,speaker_id,arm,p_yes,answer_mass,p_yes_rule3
conflict_Con_015-0_67805.wav,noinv_conflict_Con_015-0_67805.wav,Control015,conflict,0.5009187580772755,0.9674032628536224,0.5009187575106834
conflict_Con_015-1_4987.wav,noinv_conflict_Con_015-1_4987.wav,Control015,conflict,0.498456205293891,0.9698722064495087,0.4984562062421338
conflict_Con_015-1_60159.wav,noinv_conflict_Con_015-1_60159.wav,Control015,conflict,0.3960585422090876,0.9699185192584991,0.3960585747519045
conflict_Con_017-4_6597.wav,noinv_conflict_Con_017-4_6597.wav,Control017,conflict,0.5597642457864701,0.9685031771659851,0.5597642188738207
conflict_Con_021-1_38448.wav,noinv_conflict_Con_021-1_38448.wav,Control021,conflict,0.5042089454972799,0.9673099517822266,0.5042089278875422
conflict_Con_034-1_7639.wav,noinv_conflict_Con_034-1_7639.wav,Control034,conflict,0.42289159446266045,0.9779599905014038,0.422891571111088
conflict_Con_034-4_46285.wav,noinv_conflict_Con_034-4_46285.wav,Control034,conflict,0.5615235298350527,0.9761684238910675,0.5615234922683587
conflict_Con_042-2_2251.wav,noinv_conflict_Con_042-2_2251.wav,Control042,conflict,0.48705098060398255,0.9611240327358246,0.48705096003524145
conflict_Con_045-0_35325.wav,noinv_conflict_Con_045-0_35325.wav,Control045,conflict,0.5329096046978657,0.9690738618373871,0.5329095557264524
conflict_Con_045-2_39349.wav,noinv_conflict_Con_045-2_39349.wav,Control045,conflict,0.6199591950402467,0.9618552923202515,0.6199591293860106
conflict_Con_052-0_3822.wav,noinv_conflict_Con_052-0_3822.wav,Control052,conflict,0.5773667664541706,0.9652721583843231,0.5773667091257173
conflict_Con_068-0_1810.wav,noinv_conflict_Con_068-0_1810.wav,Control068,conflict,0.4625017593063105,0.9670516550540924,0.46250177047599905
conflict_Con_068-2_6578.wav,noinv_conflict_Con_068-2_6578.wav,Control068,conflict,0.552149341142203,0.9563363194465637,0.5521493021385189
conflict_Con_068-3_1311.wav,noinv_conflict_Con_068-3_1311.wav,Control068,conflict,0.4640978749678869,0.9598278403282166,0.46409788508178607
conflict_Con_071-1_2091.wav,noinv_conflict_Con_071-1_2091.wav,Control071,conflict,0.46436660486178594,0.9698330760002136,0.46436660260172813
conflict_Con_073-3_37636.wav,noinv_conflict_Con_073-3_37636.wav,Control073,conflict,0.6175953392620324,0.9675396978855133,0.6175952713521193
conflict_Con_086-0_37577.wav,noinv_conflict_Con_086-0_37577.wav,Control086,conflict,0.5807980303796291,0.9711437821388245,0.5807979807886919
conflict_Con_086-0_5140.wav,noinv_conflict_Con_086-0_5140.wav,Control086,conflict,0.5449932008923993,0.9633331000804901,0.5449931843455624
conflict_Con_105-2_38053.wav,noinv_conflict_Con_105-2_38053.wav,Control105,conflict,0.6249531327860895,0.9580455124378204,0.6249530978202309
conflict_Con_121-0_64117.wav,noinv_conflict_Con_121-0_64117.wav,Control121,conflict,0.5560457403700768,0.9666768312454224,0.5560457503286931
conflict_Con_121-1_32497.wav,noinv_conflict_Con_121-1_32497.wav,Control121,conflict,0.5135226750876128,0.9663078188896179,0.5135226509081446
conflict_Con_124-1_36933.wav,noinv_conflict_Con_124-1_36933.wav,Control124,conflict,0.449547927054359,0.9638177156448364,0.4495479026525018
conflict_Con_128-3_800.wav,noinv_conflict_Con_128-3_800.wav,Control128,conflict,0.4324660914911021,0.9675699770450592,0.4324661147727022
conflict_Con_139-0_36206.wav,noinv_conflict_Con_139-0_36206.wav,Control139,conflict,0.3154687619888844,0.9721923768520355,0.31546881381422165
conflict_Con_140-0_35581.wav,noinv_conflict_Con_140-0_35581.wav,Control140,conflict,0.5147600778464281,0.9640546143054962,0.5147600509820052
conflict_Con_141-1_1470.wav,noinv_conflict_Con_141-1_1470.wav,Control141,conflict,0.4221854001284563,0.9564114809036255,0.4221854680208694
conflict_Con_158-3_2170.wav,noinv_conflict_Con_158-3_2170.wav,Control158,conflict,0.5335543587239113,0.9613673090934753,0.5335543378169448
conflict_Con_192-0_820.wav,noinv_conflict_Con_192-0_820.wav,Control192,conflict,0.4570015406910228,0.9768456220626831,0.4570015503609247
conflict_Con_209-2_2013.wav,noinv_conflict_Con_209-2_2013.wav,Control209,conflict,0.6355672394918043,0.9563118517398834,0.6355671637179601
conflict_Con_210-1_35543.wav,noinv_conflict_Con_210-1_35543.wav,Control210,conflict,0.5490427512799113,0.9742251336574554,0.5490427044785868
conflict_Con_225-0_4203.wav,noinv_conflict_Con_225-0_4203.wav,Control225,conflict,0.514139407525944,0.9565460383892059,0.514139396071637
conflict_Con_227-0_460.wav,noinv_conflict_Con_227-0_460.wav,Control227,conflict,0.3803628450620141,0.9720461368560791,0.38036284243088087
conflict_Con_229-1_1420.wav,noinv_conflict_Con_229-1_1420.wav,Control229,conflict,0.6575996893849728,0.9755806624889374,0.6575996533619335
conflict_Con_229-2_390.wav,noinv_conflict_Con_229-2_390.wav,Control229,conflict,0.6096829559058686,0.9728860557079315,0.6096828834704077
conflict_Con_242-2_64112.wav,noinv_conflict_Con_242-2_64112.wav,Control242,conflict,0.44289136439154536,0.9751319587230682,0.4428913652454746
conflict_Con_243-0_73861.wav,noinv_conflict_Con_243-0_73861.wav,Control243,conflict,0.2818799190418924,0.9788024127483368,0.281879920676073
conflict_Con_245-2_25300.wav,noinv_conflict_Con_245-2_25300.wav,Control245,conflict,0.5212543337772719,0.970052182674408,0.5212543154931997
conflict_Con_256-1_5587.wav,noinv_conflict_Con_256-1_5587.wav,Control256,conflict,0.6170402647510409,0.9742388725280762,0.6170402120198374
conflict_Con_280-2_9925.wav,noinv_conflict_Con_280-2_9925.wav,Control280,conflict,0.4909775787035543,0.9603714942932129,0.4909775560705211
conflict_Con_297-2_1520.wav,noinv_conflict_Con_297-2_1520.wav,Control297,conflict,0.5025877494396533,0.975089818239212,0.5025877323382197
conflict_Con_302-0_7124.wav,noinv_conflict_Con_302-0_7124.wav,Control302,conflict,0.2683871785061674,0.9734573066234589,0.26838721429566176
conflict_Con_323-0_39906.wav,noinv_conflict_Con_323-0_39906.wav,Control323,conflict,0.5945710867935988,0.9630887806415558,0.5945710600483579
conflict_Con_332-0_120.wav,noinv_conflict_Con_332-0_120.wav,Control332,conflict,0.5256883217405768,0.9731267988681793,0.5256882962001144
conflict_Con_691-0_2463.wav,noinv_conflict_Con_691-0_2463.wav,Control691,conflict,0.553691660045661,0.9583007097244263,0.5536916238319969
conflict_Con_709-2_760.wav,noinv_conflict_Con_709-2_760.wav,Control709,conflict,0.5814583540727724,0.9639793634414673,0.5814582936315477
conflict_Dem_003-0_145294.wav,noinv_conflict_Dem_003-0_145294.wav,Dementia003,conflict,0.6450915355208968,0.9719112515449524,0.6450914683051893
conflict_Dem_003-0_6255.wav,noinv_conflict_Dem_003-0_6255.wav,Dementia003,conflict,0.5142271347608672,0.9816836416721344,0.5142271295773926
conflict_Dem_003-0_76644.wav,noinv_conflict_Dem_003-0_76644.wav,Dementia003,conflict,0.41953819550178145,0.9759474992752075,0.41953821708863853
conflict_Dem_007-1_15997.wav,noinv_conflict_Dem_007-1_15997.wav,Dementia007,conflict,0.5307861630950867,0.9658801555633545,0.5307861604737967
conflict_Dem_007-3_4014.wav,noinv_conflict_Dem_007-3_4014.wav,Dementia007,conflict,0.629540370476192,0.9608725309371948,0.6295403165541564
