layer,auc_mean,auc_std,auc_oof_rank,auc_oof_sk
0,np.float64(0.7817780218627755),np.float64(0.035622033541456516),0.7668926772568772,0.7668926772568772
1,np.float64(0.7898225497031629),np.float64(0.03489935603144684),0.7728981015110422,0.7728981015110423
2,np.float64(0.7902014609221222),np.float64(0.03781181739029872),0.7745447500968616,0.7745447500968616
3,np.float64(0.8076195292306874),np.float64(0.04059785121166075),0.7930550174351026,0.7930550174351028
4,np.float64(0.8080876355622839),np.float64(0.03944869472194548),0.7911468423091825,0.7911468423091825
5,np.float64(0.8023446284796678),np.float64(0.04092473262692384),0.787504843084076,0.787504843084076
6,np.float64(0.797862271823601),np.float64(0.039764408559124574),0.7804533126695079,0.780453312669508
7,np.float64(0.8157584696322259),np.float64(0.03315532126044726),0.8045524990313832,0.8045524990313832
8,np.float64(0.8239860904601468),np.float64(0.029067524195694014),0.8097345989926386,0.8097345989926384
9,np.float64(0.8466697511196701),np.float64(0.029255409318304584),0.8317222006974041,0.831722200697404
10,np.float64(0.8490323498592538),np.float64(0.029870416578582033),0.8318287485470748,0.8318287485470747
11,np.float64(0.8472879946414892),np.float64(0.025244228523658912),0.830453312669508,0.830453312669508
12,np.float64(0.8445480244270278),np.float64(0.02715737855936495),0.8291747384734599,0.8291747384734598
13,np.float64(0.84067283389863),np.float64(0.030267949456576147),0.8225106547849671,0.8225106547849672
14,np.float64(0.8271673599882732),np.float64(0.03011001378776924),0.8135025184037195,0.8135025184037196
15,np.float64(0.8211332680490425),np.float64(0.028302161693871297),0.8058310732274312,0.8058310732274312
16,np.float64(0.8308064217809239),np.float64(0.03108040360407727),0.8130375823324293,0.8130375823324292
17,np.float64(0.8283072977242083),np.float64(0.032980395122548696),0.81474234792716,0.81474234792716
18,np.float64(0.8273638541672469),np.float64(0.0241343885657058),0.8127857419604805,0.8127857419604805
19,np.float64(0.829908133779884),np.float64(0.023644686118609183),0.8160790391321193,0.8160790391321192
20,np.float64(0.825707224473773),np.float64(0.021118584575709722),0.8113618752421542,0.8113618752421541
21,np.float64(0.8267569293204721),np.float64(0.027168315055609897),0.8134250290585044,0.8134250290585043
22,np.float64(0.8387480285184965),np.float64(0.023688044872864935),0.8275474622239442,0.8275474622239442
23,np.float64(0.8331611149919608),np.float64(0.02898089600905241),0.8225687717938783,0.8225687717938786
24,np.float64(0.8435302175561242),np.float64(0.03338859043521843),0.8302595893064704,0.8302595893064704
25,np.float64(0.8457584308950109),np.float64(0.027717859057788844),0.8330976365749709,0.8330976365749709
26,np.float64(0.8468694645546917),np.float64(0.029171898745588103),0.8352867105772956,0.8352867105772956
27,np.float64(0.8528790700928084),np.float64(0.027166066833752632),0.8396358000774894,0.8396358000774893
28,np.float64(0.8365856659448843),np.float64(0.0226265259602649),0.8253390158853158,0.8253390158853158
