layer,auc_mean,auc_std,auc_oof
0,0.6882069532264031,0.053197993639466916,0.6841728012398296
1,0.6753082013398994,0.0390114091553986,0.6719779155366137
2,0.6589799341701067,0.04833790266495588,0.651917861294072
3,0.67077654627089,0.04746402208250524,0.6644808213870592
4,0.6817366612119095,0.047907311797887285,0.6738473459899263
5,0.6989271844749259,0.05903946804458098,0.6857516466485859
6,0.6976434066958773,0.05365234917906672,0.6897907787679194
7,0.7197283312699069,0.03307336998577295,0.717561022859357
8,0.7313804366261131,0.04024970315808289,0.7321774506005425
9,0.7147893141110895,0.047074317621553764,0.7134250290585045
10,0.7352475076748968,0.04966215467416088,0.7388996512979464
11,0.727462251553369,0.04873984890687446,0.7251840371948857
12,0.7285659469700492,0.055554954879160554,0.7168151879116622
13,0.7465257908159157,0.05027722163987013,0.739984502130957
14,0.7324344918239294,0.061938459339111955,0.7320805889190236
15,0.764192449909611,0.05128224937095232,0.7579039132119335
16,0.7754966013534238,0.058332361381938126,0.7672026346377374
17,0.7715186803257451,0.05647484764762462,0.7624951569159242
18,0.7729591251502883,0.050023712135754246,0.7616524602867105
19,0.7867439546392413,0.06176475450734126,0.7770534676481984
20,0.7777167829893034,0.04457516324515873,0.7679387834172802
21,0.8050888708974423,0.041224547529520185,0.7965517241379312
22,0.8069404022637444,0.04284374308493521,0.7966970166602092
23,0.8142698965252817,0.04938103246033228,0.8034676481983727
24,0.8037617367461882,0.04733759252942754,0.795350639287098
25,0.8058486727752354,0.034976777829494585,0.7956218519953506
26,0.8068893960656393,0.01727222204893029,0.7983727237504843
27,0.8194194623677727,0.024596432034455794,0.8083688492832236
28,0.8057618756281499,0.023221110753860835,0.7924835335141418
29,0.8022212059805487,0.03461004168373485,0.7887640449438202
30,0.8061673445966034,0.03658813067246469,0.7944013948082139
31,0.8067373988401985,0.027391947705335075,0.7905656722200698
