layer,auc_mean,auc_std,auc_oof
0,0.6902198252306097,0.025724927044366564,0.6901588531576909
1,0.6623900548567775,0.03769095405855638,0.6779155366137155
2,0.6645765395632882,0.033237076889154886,0.6789422704378147
3,0.6801782908556028,0.03882092607622991,0.6808310732274313
4,0.7001142178634568,0.02658703392523146,0.6937039907012785
5,0.7063852511813113,0.04578856481414918,0.7078070515304147
6,0.7093635312013575,0.039143568112510095,0.7120883378535451
7,0.7182820727214672,0.04188441229382573,0.7211158465710965
8,0.7551103272396635,0.04463314550904209,0.76474234792716
9,0.7422911556687194,0.035632582613398044,0.7554048818287487
10,0.764788118251034,0.046705901104909596,0.7786129407206509
11,0.7690082132324234,0.053232303510391106,0.7751259201859744
12,0.768105414631967,0.05388547769958579,0.7700891127469973
13,0.7845823872122926,0.052724805013328595,0.7870011623401781
14,0.7771824393144755,0.04539202133867506,0.7831848120883378
15,0.7975671447310074,0.04717243162499155,0.794633862843859
16,0.7977991050692552,0.045923029470718774,0.7966873304920573
17,0.799180745313887,0.03957315768928273,0.7929290972491283
18,0.8079524939942775,0.04263784566584465,0.7973847345989926
19,0.8040898371517728,0.028217190123511274,0.7954862456412244
20,0.8002143376001861,0.02347647080249682,0.7904300658659433
21,0.8086667097478426,0.020061723422868508,0.8060829135993801
22,0.8058702615991684,0.02318476475017532,0.799438202247191
23,0.8194589283050974,0.0311623556034059,0.8080201472297558
24,0.8130883177931792,0.032245254299886734,0.8030220844633864
25,0.8115922013013446,0.03063796479470013,0.8085044556373499
26,0.8234465461694613,0.03324455725153129,0.8127469972878729
27,0.8375034990815193,0.023363620295584604,0.827392483533514
28,0.8226734210991324,0.025886825867146607,0.8108872530027121
29,0.80620647270005,0.0373528384310462,0.7943626501356064
30,0.8159399668205495,0.04411174276702746,0.7978496706702828
31,0.812945561024458,0.038313222106413705,0.7998643936458738
