layer,auc_mean,auc_std,auc_oof_rank,auc_oof_sk
0,np.float64(0.6597630452405858),np.float64(0.03624297485864199),0.6388284761490504,0.6388284761490504
1,np.float64(0.6460315720594975),np.float64(0.025956364312011385),0.6307814992025519,0.6307814992025519
2,np.float64(0.6159525899675243),np.float64(0.05789567726492362),0.5975061620994635,0.5975061620994635
3,np.float64(0.5985383127387943),np.float64(0.027499003810174668),0.5856169348992315,0.5856169348992316
4,np.float64(0.5942324524424559),np.float64(0.025550283602044567),0.5848919820211687,0.5848919820211687
5,np.float64(0.6425586446543089),np.float64(0.03393458617629684),0.6360736552124112,0.6360736552124112
6,np.float64(0.5951821141073956),np.float64(0.016774096044205714),0.5954762940408873,0.5954762940408874
7,np.float64(0.593911427287585),np.float64(0.026856207417602508),0.5925764825286356,0.5925764825286356
8,np.float64(0.6141681878209873),np.float64(0.03389158096264372),0.6026533275337103,0.6026533275337103
9,np.float64(0.5778124406727213),np.float64(0.045654373572341714),0.5727127736697115,0.5727127736697115
10,np.float64(0.605177179730873),np.float64(0.046180005576220366),0.5956937799043063,0.5956937799043062
11,np.float64(0.5575264457117792),np.float64(0.046718515270296496),0.5374075685080469,0.537407568508047
12,np.float64(0.5622026683838037),np.float64(0.0555135515429024),0.544367116137451,0.5443671161374511
13,np.float64(0.5859398718508176),np.float64(0.04541764361351517),0.568145570537915,0.568145570537915
14,np.float64(0.575758456074451),np.float64(0.05396154996622919),0.5598086124401914,0.5598086124401914
15,np.float64(0.5675953555558952),np.float64(0.04792757738956577),0.5584312019718718,0.5584312019718719
16,np.float64(0.5557865946404348),np.float64(0.08315094121769553),0.5377700449470785,0.5377700449470785
17,np.float64(0.5729156599711904),np.float64(0.06709682096410327),0.5512541684790488,0.5512541684790488
18,np.float64(0.538125831396924),np.float64(0.07092048353827331),0.5192837465564738,0.5192837465564738
19,np.float64(0.5043995772257424),np.float64(0.06607454239313768),0.5005799623024504,0.5005799623024504
20,np.float64(0.500933133755957),np.float64(0.08044407422942249),0.5003624764390314,0.5003624764390314
21,np.float64(0.5233197224863043),np.float64(0.06802674461410446),0.5147890387124837,0.5147890387124836
22,np.float64(0.49276725222647244),np.float64(0.07262603776809885),0.49876758010729305,0.498767580107293
23,np.float64(0.5010408050654698),np.float64(0.05549145621984402),0.494055386399884,0.49405538639988406
24,np.float64(0.48582918526471514),np.float64(0.07170964366863364),0.4768740031897927,0.4768740031897926
25,np.float64(0.5179479047730715),np.float64(0.06407337389937581),0.5114542554733942,0.5114542554733942
26,np.float64(0.4983176941128934),np.float64(0.08031062247565478),0.48390604610700305,0.483906046107003
27,np.float64(0.4972003827665789),np.float64(0.06656627308300192),0.48666086704364214,0.48666086704364214
28,np.float64(0.4639434483372792),np.float64(0.0759113641038942),0.4687545309554879,0.4687545309554879
29,np.float64(0.4612344291368379),np.float64(0.08005492127502423),0.45614035087719296,0.456140350877193
30,np.float64(0.4574774667974449),np.float64(0.0900385864671808),0.45353052051616644,0.4535305205161665
31,np.float64(0.4000242165613046),np.float64(0.08412427719974021),0.39350442221255616,0.3935044222125562
