layer,auc_mean,auc_std,auc_oof_rank,auc_oof_sk
0,np.float64(0.6006511627906976),np.float64(0.12040004378170159),0.5885892416992895,0.5885892416992895
1,np.float64(0.5761705426356589),np.float64(0.09814605707168693),0.574597651152675,0.574597651152675
2,np.float64(0.6368372093023256),np.float64(0.08001104725118045),0.6274467159634624,0.6274467159634624
3,np.float64(0.6043875968992247),np.float64(0.09461386360416008),0.5980136291141076,0.5980136291141076
4,np.float64(0.6101472868217054),np.float64(0.08557287200562962),0.6093953892996955,0.6093953892996956
5,np.float64(0.611984496124031),np.float64(0.06015754809758619),0.6089604175728578,0.6089604175728578
6,np.float64(0.6073720930232558),np.float64(0.05480916409216126),0.6039582427142236,0.6039582427142235
7,np.float64(0.5865968992248062),np.float64(0.05275444349260687),0.5789473684210527,0.5789473684210525
8,np.float64(0.6003488372093024),np.float64(0.05331984460758136),0.5967812092214007,0.5967812092214007
9,np.float64(0.6280852713178294),np.float64(0.048771837631000674),0.6172248803827751,0.6172248803827752
10,np.float64(0.6332403100775194),np.float64(0.0497465338002832),0.6382485138466,0.6382485138466001
11,np.float64(0.623937984496124),np.float64(0.03497787122270194),0.6217195882267652,0.6217195882267652
12,np.float64(0.6209147286821705),np.float64(0.04804085930966832),0.6190372625779325,0.6190372625779325
13,np.float64(0.6260232558139535),np.float64(0.042690307471627706),0.6270842395244309,0.6270842395244308
14,np.float64(0.6143023255813954),np.float64(0.05698602466210866),0.6112802667826591,0.6112802667826591
15,np.float64(0.6265038759689923),np.float64(0.05348820581931239),0.6219370740901842,0.6219370740901842
16,np.float64(0.6496821705426357),np.float64(0.058162798446512363),0.6452080614760041,0.6452080614760041
17,np.float64(0.6461860465116278),np.float64(0.0591712367819361),0.6473829201101928,0.6473829201101928
18,np.float64(0.6821472868217053),np.float64(0.03483030880761633),0.6765260258083224,0.6765260258083223
19,np.float64(0.6968527131782946),np.float64(0.05085244375046797),0.6911700739451936,0.6911700739451936
20,np.float64(0.6708914728682169),np.float64(0.06102461278191269),0.6665216760910541,0.6665216760910542
21,np.float64(0.6934031007751937),np.float64(0.06471694829355368),0.6921850079744817,0.6921850079744816
22,np.float64(0.6826124031007752),np.float64(0.06423246458482056),0.6813107148035378,0.6813107148035378
23,np.float64(0.6708992248062015),np.float64(0.06381282345825232),0.6717413368131071,0.671741336813107
24,np.float64(0.6729767441860466),np.float64(0.0809875921652847),0.6736262142960707,0.6736262142960707
25,np.float64(0.6569689922480619),np.float64(0.07459346543116861),0.6616644918080324,0.6616644918080324
26,np.float64(0.6332248062015504),np.float64(0.09881580677224061),0.6359286646367986,0.6359286646367986
27,np.float64(0.6225503875968992),np.float64(0.11436968345553959),0.6292590981586197,0.6292590981586197
28,np.float64(0.6129844961240309),np.float64(0.09384355376571371),0.6140350877192983,0.6140350877192982
29,np.float64(0.603798449612403),np.float64(0.08264076732759518),0.6056256343337683,0.6056256343337684
30,np.float64(0.5662403100775194),np.float64(0.11682464773072854),0.568870523415978,0.568870523415978
31,np.float64(0.6233875968992248),np.float64(0.1205887735427681),0.6172248803827751,0.6172248803827751
