layer,auc_mean,auc_std,auc_oof_rank,auc_oof_sk
0,np.float64(0.659922480620155),np.float64(0.06296016942256372),0.6642018268812527,0.6642018268812527
1,np.float64(0.6588527131782946),np.float64(0.04921327216393869),0.6685515441496303,0.6685515441496303
2,np.float64(0.6438759689922481),np.float64(0.05604941182842261),0.6551399159054662,0.6551399159054662
3,np.float64(0.6370232558139535),np.float64(0.05298737622812523),0.6307090039147455,0.6307090039147456
4,np.float64(0.6342790697674419),np.float64(0.04871028541832335),0.6367986080904742,0.6367986080904742
5,np.float64(0.6681782945736434),np.float64(0.038458566724280135),0.6602870813397129,0.6602870813397129
6,np.float64(0.6373565891472868),np.float64(0.05202940236456726),0.6426707264027838,0.6426707264027838
7,np.float64(0.6022480620155038),np.float64(0.05147245376689407),0.6071480353777005,0.6071480353777005
8,np.float64(0.6324573643410853),np.float64(0.053099030130325374),0.6251993620414673,0.6251993620414673
9,np.float64(0.6356666666666666),np.float64(0.07402005844594158),0.6242569232999855,0.6242569232999856
10,np.float64(0.6391162790697675),np.float64(0.05801703580607452),0.6394084384515006,0.6394084384515006
11,np.float64(0.6027364341085272),np.float64(0.04721724198456075),0.5960562563433377,0.5960562563433377
12,np.float64(0.6109224806201551),np.float64(0.054548434981296356),0.6033782804117732,0.6033782804117732
13,np.float64(0.6118682170542635),np.float64(0.07543315376847695),0.6032332898361606,0.6032332898361606
14,np.float64(0.6029612403100775),np.float64(0.08215587700045324),0.5933739306945048,0.5933739306945048
15,np.float64(0.5846899224806201),np.float64(0.05811963483719212),0.5852544584602001,0.5852544584602002
16,np.float64(0.5703178294573643),np.float64(0.034906507630862664),0.5713353632013919,0.5713353632013919
17,np.float64(0.5743720930232559),np.float64(0.03802502504793444),0.5730752501087429,0.5730752501087429
18,np.float64(0.5716511627906977),np.float64(0.04784357461303348),0.571842830216036,0.571842830216036
19,np.float64(0.5356821705426358),np.float64(0.056595739235895434),0.5314629549079309,0.5314629549079309
20,np.float64(0.5422945736434108),np.float64(0.09438701690273982),0.5359576627519211,0.5359576627519212
21,np.float64(0.5520077519379845),np.float64(0.07044461372701855),0.539872408293461,0.539872408293461
22,np.float64(0.5396434108527132),np.float64(0.06750709399699763),0.5241409308394954,0.5241409308394955
23,np.float64(0.5353488372093023),np.float64(0.07799722876006009),0.5390749601275917,0.5390749601275917
24,np.float64(0.5257364341085271),np.float64(0.08013366935092896),0.5210236334638249,0.5210236334638249
25,np.float64(0.5461937984496124),np.float64(0.08337930010401977),0.5440046396984196,0.5440046396984196
26,np.float64(0.5034263565891473),np.float64(0.10406259585816306),0.5105843120197188,0.5105843120197188
27,np.float64(0.5366511627906977),np.float64(0.08320297212984468),0.541612295200812,0.541612295200812
28,np.float64(0.5041627906976744),np.float64(0.09410417087602145),0.5142815716978396,0.5142815716978397
29,np.float64(0.5203643410852713),np.float64(0.08261624624722264),0.5280556763810352,0.5280556763810353
30,np.float64(0.5112790697674419),np.float64(0.10297497716785856),0.5176163549369291,0.517616354936929
31,np.float64(0.4778217054263566),np.float64(0.0768991404100562),0.4810787298825576,0.4810787298825576
